Q,A,role
다리도 너  아픈 놈이 웬일이냐?,어...덕선아. 나 한영사전 좀 빌려줘.,선우
다리도 너 아픈 놈이 웬일이냐?,빌려줘. 어...덕선아. 나 한영사전 좀,선우
다리도 너 아픈 놈이 웬일이냐?,나 어...덕선아. 한영사전 좀 빌려줘.,선우
다리도 너 아픈 놈이 웬일이냐?,어...덕선아. 한영사전 좀 빌려줘.,선우
다리도 너 아픈 놈이 웬일이냐?,어...덕선아. 나 한영사전 좀 빌려줘.,선우
다리도 아픈 놈이 웬일이냐?,빌려줘. 어...덕선아. 나 한영사전 좀,선우
다리도 아픈 놈이 웬일이냐?,나 어...덕선아. 한영사전 좀 빌려줘.,선우
다리도 아픈 놈이 웬일이냐?,어...덕선아. 한영사전 좀 빌려줘.,선우
다리도 아픈 놈이 웬일이냐?,어...덕선아. 나 한영사전 좀 빌려줘.,선우
너 다리도 아픈 놈이 웬일이냐?,빌려줘. 어...덕선아. 나 한영사전 좀,선우
너 다리도 아픈 놈이 웬일이냐?,나 어...덕선아. 한영사전 좀 빌려줘.,선우
너 다리도 아픈 놈이 웬일이냐?,어...덕선아. 한영사전 좀 빌려줘.,선우
너 다리도 아픈 놈이 웬일이냐?,어...덕선아. 나 한영사전 좀 빌려줘.,선우
너 한영사전 없어?!,없어. 어-..,선우
너 한영사전 없어?!,없어. 어-..,선우
너 한영사전 없어?!,어-.. 없어.,선우
어...덕선아. 나 한영사전 좀 빌려줘.,없어. 어-..,선우
어...덕선아. 나 한영사전 좀 빌려줘.,없어. 어-..,선우
어...덕선아. 나 한영사전 좀 빌려줘.,어-.. 없어.,선우
모르는데?,없어. 어-..,선우
모르는데?,없어. 어-..,선우
모르는데?,어-.. 없어.,선우
한영사전  너  없어?!,없어. 어-..,선우
한영사전  너  없어?!,없어. 어-..,선우
한영사전  너  없어?!,어-.. 없어.,선우
한영사전 너 없어?!,없어. 어-..,선우
한영사전 너 없어?!,없어. 어-..,선우
한영사전 너 없어?!,어-.. 없어.,선우
한영사전 없어?!,없어. 어-..,선우
한영사전 없어?!,없어. 어-..,선우
한영사전 없어?!,어-.. 없어.,선우
너 한영사전 없어?!,없어. 어-..,선우
너 한영사전 없어?!,없어. 어-..,선우
너 한영사전 없어?!,어-.. 없어.,선우
너 다린 괜찮아..?,늘어난 인대 살짝  거야. 괜찮아.,선우
너 다린 괜찮아..?,살짝 인대 늘어난 거야. 괜찮아.,선우
너 다린 괜찮아..?,인대 살짝 늘어난 거야. 괜찮아.,선우
괜찮아??,늘어난 인대 살짝  거야. 괜찮아.,선우
괜찮아??,살짝 인대 늘어난 거야. 괜찮아.,선우
괜찮아??,인대 살짝 늘어난 거야. 괜찮아.,선우
너 괜찮아?,늘어난 인대 살짝  거야. 괜찮아.,선우
너 괜찮아?,살짝 인대 늘어난 거야. 괜찮아.,선우
너 괜찮아?,인대 살짝 늘어난 거야. 괜찮아.,선우
괜찮아..?  너 다린,늘어난 인대 살짝  거야. 괜찮아.,선우
괜찮아..?  너 다린,살짝 인대 늘어난 거야. 괜찮아.,선우
괜찮아..?  너 다린,인대 살짝 늘어난 거야. 괜찮아.,선우
다린 너 괜찮아..?,늘어난 인대 살짝  거야. 괜찮아.,선우
다린 너 괜찮아..?,살짝 인대 늘어난 거야. 괜찮아.,선우
다린 너 괜찮아..?,인대 살짝 늘어난 거야. 괜찮아.,선우
다린 괜찮아..?,늘어난 인대 살짝  거야. 괜찮아.,선우
다린 괜찮아..?,살짝 인대 늘어난 거야. 괜찮아.,선우
다린 괜찮아..?,인대 살짝 늘어난 거야. 괜찮아.,선우
너 다린 괜찮아..?,늘어난 인대 살짝  거야. 괜찮아.,선우
너 다린 괜찮아..?,살짝 인대 늘어난 거야. 괜찮아.,선우
너 다린 괜찮아..?,인대 살짝 늘어난 거야. 괜찮아.,선우
잠깐만 있어. 금방 갖고 나올게.,"나, 아니야, 아니야.  이 정도면 걸을 수 있어.",선우
잠깐만 있어. 금방 갖고 나올게.,"아니야. 아니야, 나, 이 정도면 걸을 수 있어.",선우
잠깐만 있어. 금방 갖고 나올게.,"아니야, 아니야. 나, 정도면 걸을 수 있어.",선우
잠깐만 있어. 금방 갖고 나올게.,"아니야, 아니야. 나, 이 정도면 걸을 수 있어.",선우
선우야.,"나, 아니야, 아니야.  이 정도면 걸을 수 있어.",선우
선우야.,"아니야. 아니야, 나, 이 정도면 걸을 수 있어.",선우
선우야.,"아니야, 아니야. 나, 정도면 걸을 수 있어.",선우
선우야.,"아니야, 아니야. 나, 이 정도면 걸을 수 있어.",선우
선우야.,"나, 아니야, 아니야.  이 정도면 걸을 수 있어.",선우
선우야.,"아니야. 아니야, 나, 이 정도면 걸을 수 있어.",선우
선우야.,"아니야, 아니야. 나, 정도면 걸을 수 있어.",선우
선우야.,"아니야, 아니야. 나, 이 정도면 걸을 수 있어.",선우
"그럼 선우야,  여기 있어. 내가 금방 갖고 나올게.","나, 아니야, 아니야.  이 정도면 걸을 수 있어.",선우
"그럼 선우야,  여기 있어. 내가 금방 갖고 나올게.","아니야. 아니야, 나, 이 정도면 걸을 수 있어.",선우
"그럼 선우야,  여기 있어. 내가 금방 갖고 나올게.","아니야, 아니야. 나, 정도면 걸을 수 있어.",선우
"그럼 선우야,  여기 있어. 내가 금방 갖고 나올게.","아니야, 아니야. 나, 이 정도면 걸을 수 있어.",선우
"선우야, 그럼 여기 있어. 금방 내가 갖고 나올게.","나, 아니야, 아니야.  이 정도면 걸을 수 있어.",선우
"선우야, 그럼 여기 있어. 금방 내가 갖고 나올게.","아니야. 아니야, 나, 이 정도면 걸을 수 있어.",선우
"선우야, 그럼 여기 있어. 금방 내가 갖고 나올게.","아니야, 아니야. 나, 정도면 걸을 수 있어.",선우
"선우야, 그럼 여기 있어. 금방 내가 갖고 나올게.","아니야, 아니야. 나, 이 정도면 걸을 수 있어.",선우
"선우야, 여기 있어. 내가 금방 갖고 나올게.","나, 아니야, 아니야.  이 정도면 걸을 수 있어.",선우
"선우야, 여기 있어. 내가 금방 갖고 나올게.","아니야. 아니야, 나, 이 정도면 걸을 수 있어.",선우
"선우야, 여기 있어. 내가 금방 갖고 나올게.","아니야, 아니야. 나, 정도면 걸을 수 있어.",선우
"선우야, 여기 있어. 내가 금방 갖고 나올게.","아니야, 아니야. 나, 이 정도면 걸을 수 있어.",선우
"선우야, 그럼 여기 있어. 내가 금방 갖고 나올게.","나, 아니야, 아니야.  이 정도면 걸을 수 있어.",선우
"선우야, 그럼 여기 있어. 내가 금방 갖고 나올게.","아니야. 아니야, 나, 이 정도면 걸을 수 있어.",선우
"선우야, 그럼 여기 있어. 내가 금방 갖고 나올게.","아니야, 아니야. 나, 정도면 걸을 수 있어.",선우
"선우야, 그럼 여기 있어. 내가 금방 갖고 나올게.","아니야, 아니야. 나, 이 정도면 걸을 수 있어.",선우
정환아!! 밥 먹어!!,어!!,선우
정환아!! 밥 먹어!!,어!!,선우
선우야~ 저녁 먹자 나온나.,어!!,선우
선우야~ 저녁 먹자 나온나.,어!!,선우
밥 먹자~,어!!,선우
밥 먹자~,어!!,선우
밥  선우야!!  묵자!!,어!!,선우
밥  선우야!!  묵자!!,어!!,선우
밥 선우야!! 묵자!!,어!!,선우
밥 선우야!! 묵자!!,어!!,선우
선우야!! 밥 묵자!!,어!!,선우
선우야!! 밥 묵자!!,어!!,선우
"야, 어차피 계란껍질 넣은 소시지잖아. 오늘 내가 쏠게. 햄버거? 콜?","됐어. 아이,  고기 별로 좋아하지도 않어.  맛있기만 하구만.",선우
"야, 어차피 계란껍질 넣은 소시지잖아. 오늘 내가 쏠게. 햄버거? 콜?","됐어. 아이, 고기 별로 좋아하지도 않어. 맛있기만 하구만.",선우
"야, 어차피 계란껍질 넣은 소시지잖아. 오늘 내가 쏠게. 햄버거? 콜?","아이, 됐어. 고기 별로 좋아하지도 않어.  맛있기만 하구만.",선우
니가 갖다 먹어 새끼야.,"됐어. 아이,  고기 별로 좋아하지도 않어.  맛있기만 하구만.",선우
니가 갖다 먹어 새끼야.,"됐어. 아이, 고기 별로 좋아하지도 않어. 맛있기만 하구만.",선우
니가 갖다 먹어 새끼야.,"아이, 됐어. 고기 별로 좋아하지도 않어.  맛있기만 하구만.",선우
먹어야겠어 ㅎ,"됐어. 아이,  고기 별로 좋아하지도 않어.  맛있기만 하구만.",선우
먹어야겠어 ㅎ,"됐어. 아이, 고기 별로 좋아하지도 않어. 맛있기만 하구만.",선우
먹어야겠어 ㅎ,"아이, 됐어. 고기 별로 좋아하지도 않어.  맛있기만 하구만.",선우
"아들, 우리  고기 좀 해 믹이야 되는데.","됐어. 아이,  고기 별로 좋아하지도 않어.  맛있기만 하구만.",선우
"아들, 우리  고기 좀 해 믹이야 되는데.","됐어. 아이, 고기 별로 좋아하지도 않어. 맛있기만 하구만.",선우
"아들, 우리  고기 좀 해 믹이야 되는데.","아이, 됐어. 고기 별로 좋아하지도 않어.  맛있기만 하구만.",선우
"우리 아들, 고기 좀 믹이야 해 되는데.","됐어. 아이,  고기 별로 좋아하지도 않어.  맛있기만 하구만.",선우
"우리 아들, 고기 좀 믹이야 해 되는데.","됐어. 아이, 고기 별로 좋아하지도 않어. 맛있기만 하구만.",선우
"우리 아들, 고기 좀 믹이야 해 되는데.","아이, 됐어. 고기 별로 좋아하지도 않어.  맛있기만 하구만.",선우
"우리 아들, 고기 해 믹이야 되는데.","됐어. 아이,  고기 별로 좋아하지도 않어.  맛있기만 하구만.",선우
"우리 아들, 고기 해 믹이야 되는데.","됐어. 아이, 고기 별로 좋아하지도 않어. 맛있기만 하구만.",선우
"우리 아들, 고기 해 믹이야 되는데.","아이, 됐어. 고기 별로 좋아하지도 않어.  맛있기만 하구만.",선우
"우리 아들, 고기 좀 해 믹이야 되는데.","됐어. 아이,  고기 별로 좋아하지도 않어.  맛있기만 하구만.",선우
"우리 아들, 고기 좀 해 믹이야 되는데.","됐어. 아이, 고기 별로 좋아하지도 않어. 맛있기만 하구만.",선우
"우리 아들, 고기 좀 해 믹이야 되는데.","아이, 됐어. 고기 별로 좋아하지도 않어.  맛있기만 하구만.",선우
자.,..??,선우
자.,..??,선우
자.,..??,선우
자.,..??,선우
자. 반짇고리.,..??,선우
자. 반짇고리.,..??,선우
자.,..??,선우
자.,..??,선우
자.,..??,선우
자.,..??,선우
세수.,학교 나  가야 되는데..?,선우
세수.,학교 나 가야 되는데..?,선우
세수.,학교 가야 되는데..?,선우
세수.,나 학교 가야 되는데..?,선우
세수.,학교 나  가야 되는데..?,선우
세수.,학교 나 가야 되는데..?,선우
세수.,학교 가야 되는데..?,선우
세수.,나 학교 가야 되는데..?,선우
"3,2,1 스타트!",학교 나  가야 되는데..?,선우
"3,2,1 스타트!",학교 나 가야 되는데..?,선우
"3,2,1 스타트!",학교 가야 되는데..?,선우
"3,2,1 스타트!",나 학교 가야 되는데..?,선우
"세수..,  세수,  세수부터 해야지, 세수, 세수..!!",학교 나  가야 되는데..?,선우
"세수..,  세수,  세수부터 해야지, 세수, 세수..!!",학교 나 가야 되는데..?,선우
"세수..,  세수,  세수부터 해야지, 세수, 세수..!!",학교 가야 되는데..?,선우
"세수..,  세수,  세수부터 해야지, 세수, 세수..!!",나 학교 가야 되는데..?,선우
"세수.., 세수, 세수부터 해야지, 세수, 세수..!!",학교 나  가야 되는데..?,선우
"세수.., 세수, 세수부터 해야지, 세수, 세수..!!",학교 나 가야 되는데..?,선우
"세수.., 세수, 세수부터 해야지, 세수, 세수..!!",학교 가야 되는데..?,선우
"세수.., 세수, 세수부터 해야지, 세수, 세수..!!",나 학교 가야 되는데..?,선우
" 세수, 세수.., 세수부터 해야지, 세수, 세수..!!",학교 나  가야 되는데..?,선우
" 세수, 세수.., 세수부터 해야지, 세수, 세수..!!",학교 나 가야 되는데..?,선우
" 세수, 세수.., 세수부터 해야지, 세수, 세수..!!",학교 가야 되는데..?,선우
" 세수, 세수.., 세수부터 해야지, 세수, 세수..!!",나 학교 가야 되는데..?,선우
오야!! 우리 정환이 왔나!?,"내 당연하지.  덕에 지도 야자 안 하고 좋지, 뭐. 나 먼저 씻을게.",선우
오야!! 우리 정환이 왔나!?,"당연하지. 내 덕에 지도 야자 하고 안 좋지, 뭐. 나 먼저 씻을게.",선우
오야!! 우리 정환이 왔나!?,"당연하지. 내 덕에 지도 야자 안 하고 좋지, 뭐. 먼저 씻을게.",선우
오야!! 우리 정환이 왔나!?,"당연하지. 내 덕에 지도 야자 안 하고 좋지, 뭐. 나 먼저 씻을게.",선우
오야!! 우리 정환이 왔나!?,"내 당연하지.  덕에 지도 야자 안 하고 좋지, 뭐. 나 먼저 씻을게.",선우
오야!! 우리 정환이 왔나!?,"당연하지. 내 덕에 지도 야자 하고 안 좋지, 뭐. 나 먼저 씻을게.",선우
오야!! 우리 정환이 왔나!?,"당연하지. 내 덕에 지도 야자 안 하고 좋지, 뭐. 먼저 씻을게.",선우
오야!! 우리 정환이 왔나!?,"당연하지. 내 덕에 지도 야자 안 하고 좋지, 뭐. 나 먼저 씻을게.",선우
근데 정환이는? 응?,"내 당연하지.  덕에 지도 야자 안 하고 좋지, 뭐. 나 먼저 씻을게.",선우
근데 정환이는? 응?,"당연하지. 내 덕에 지도 야자 하고 안 좋지, 뭐. 나 먼저 씻을게.",선우
근데 정환이는? 응?,"당연하지. 내 덕에 지도 야자 안 하고 좋지, 뭐. 먼저 씻을게.",선우
근데 정환이는? 응?,"당연하지. 내 덕에 지도 야자 안 하고 좋지, 뭐. 나 먼저 씻을게.",선우
줬나!? 정환이가 델다,"내 당연하지.  덕에 지도 야자 안 하고 좋지, 뭐. 나 먼저 씻을게.",선우
줬나!? 정환이가 델다,"당연하지. 내 덕에 지도 야자 하고 안 좋지, 뭐. 나 먼저 씻을게.",선우
줬나!? 정환이가 델다,"당연하지. 내 덕에 지도 야자 안 하고 좋지, 뭐. 먼저 씻을게.",선우
줬나!? 정환이가 델다,"당연하지. 내 덕에 지도 야자 안 하고 좋지, 뭐. 나 먼저 씻을게.",선우
정환이가 줬나!? 델다,"내 당연하지.  덕에 지도 야자 안 하고 좋지, 뭐. 나 먼저 씻을게.",선우
정환이가 줬나!? 델다,"당연하지. 내 덕에 지도 야자 하고 안 좋지, 뭐. 나 먼저 씻을게.",선우
정환이가 줬나!? 델다,"당연하지. 내 덕에 지도 야자 안 하고 좋지, 뭐. 먼저 씻을게.",선우
정환이가 줬나!? 델다,"당연하지. 내 덕에 지도 야자 안 하고 좋지, 뭐. 나 먼저 씻을게.",선우
정환이가 델다 줬나!?,"내 당연하지.  덕에 지도 야자 안 하고 좋지, 뭐. 나 먼저 씻을게.",선우
정환이가 델다 줬나!?,"당연하지. 내 덕에 지도 야자 하고 안 좋지, 뭐. 나 먼저 씻을게.",선우
정환이가 델다 줬나!?,"당연하지. 내 덕에 지도 야자 안 하고 좋지, 뭐. 먼저 씻을게.",선우
정환이가 델다 줬나!?,"당연하지. 내 덕에 지도 야자 안 하고 좋지, 뭐. 나 먼저 씻을게.",선우
"안돼, 너 그냥 자.","나도 에이, 그럼  안 먹을래. 갖다 버리자, 이거.",선우
"안돼, 너 그냥 자.","에이, 나도 그럼 안 먹을래. 갖다 버리자, 이거.",선우
"안돼, 너 그냥 자.","에이, 나도 안 먹을래. 갖다 버리자, 이거.",선우
"안돼, 너 그냥 자.","에이, 그럼 나도 안 먹을래. 갖다 버리자, 이거.",선우
"됐어요, 안 먹을래요..","나도 에이, 그럼  안 먹을래. 갖다 버리자, 이거.",선우
"됐어요, 안 먹을래요..","에이, 나도 그럼 안 먹을래. 갖다 버리자, 이거.",선우
"됐어요, 안 먹을래요..","에이, 나도 안 먹을래. 갖다 버리자, 이거.",선우
"됐어요, 안 먹을래요..","에이, 그럼 나도 안 먹을래. 갖다 버리자, 이거.",선우
너 여기서 못자.,"나도 에이, 그럼  안 먹을래. 갖다 버리자, 이거.",선우
너 여기서 못자.,"에이, 나도 그럼 안 먹을래. 갖다 버리자, 이거.",선우
너 여기서 못자.,"에이, 나도 안 먹을래. 갖다 버리자, 이거.",선우
너 여기서 못자.,"에이, 그럼 나도 안 먹을래. 갖다 버리자, 이거.",선우
"안  고마, 내  묵을란다. 니 무라.","나도 에이, 그럼  안 먹을래. 갖다 버리자, 이거.",선우
"안  고마, 내  묵을란다. 니 무라.","에이, 나도 그럼 안 먹을래. 갖다 버리자, 이거.",선우
"안  고마, 내  묵을란다. 니 무라.","에이, 나도 안 먹을래. 갖다 버리자, 이거.",선우
"안  고마, 내  묵을란다. 니 무라.","에이, 그럼 나도 안 먹을래. 갖다 버리자, 이거.",선우
"고마, 안 내 묵을란다. 니 무라.","나도 에이, 그럼  안 먹을래. 갖다 버리자, 이거.",선우
"고마, 안 내 묵을란다. 니 무라.","에이, 나도 그럼 안 먹을래. 갖다 버리자, 이거.",선우
"고마, 안 내 묵을란다. 니 무라.","에이, 나도 안 먹을래. 갖다 버리자, 이거.",선우
"고마, 안 내 묵을란다. 니 무라.","에이, 그럼 나도 안 먹을래. 갖다 버리자, 이거.",선우
" 고마, 내 안 묵을란다. 니 무라.","나도 에이, 그럼  안 먹을래. 갖다 버리자, 이거.",선우
" 고마, 내 안 묵을란다. 니 무라.","에이, 나도 그럼 안 먹을래. 갖다 버리자, 이거.",선우
" 고마, 내 안 묵을란다. 니 무라.","에이, 나도 안 먹을래. 갖다 버리자, 이거.",선우
" 고마, 내 안 묵을란다. 니 무라.","에이, 그럼 나도 안 먹을래. 갖다 버리자, 이거.",선우
건전지 사러요!!,안녕?,선우
건전지 사러요!!,안녕?,선우
건전지 사러.,안녕?,선우
건전지 사러.,안녕?,선우
건전지 사러.,안녕?,선우
건전지 사러.,안녕?,선우
사러요!! 건전지,안녕?,선우
사러요!! 건전지,안녕?,선우
사러요!! 건전지,안녕?,선우
사러요!! 건전지,안녕?,선우
건전지 사러요!!,안녕?,선우
건전지 사러요!!,안녕?,선우
"야, 넌 다리도 아픈 놈이 왜 이렇게 왔다 갔다 해?",다 거의  나았어.,선우
"야, 넌 다리도 아픈 놈이 왜 이렇게 왔다 갔다 해?",다 거의 나았어.,선우
"야, 넌 다리도 아픈 놈이 왜 이렇게 왔다 갔다 해?",다 나았어.,선우
"야, 넌 다리도 아픈 놈이 왜 이렇게 왔다 갔다 해?",거의 다 나았어.,선우
너 다리도 아픈 놈이 웬일이냐?,다 거의  나았어.,선우
너 다리도 아픈 놈이 웬일이냐?,다 거의 나았어.,선우
너 다리도 아픈 놈이 웬일이냐?,다 나았어.,선우
너 다리도 아픈 놈이 웬일이냐?,거의 다 나았어.,선우
너 다리도 아픈 놈이 웬일이냐?,다 거의  나았어.,선우
너 다리도 아픈 놈이 웬일이냐?,다 거의 나았어.,선우
너 다리도 아픈 놈이 웬일이냐?,다 나았어.,선우
너 다리도 아픈 놈이 웬일이냐?,거의 다 나았어.,선우
"다리도 야, 넌  아픈 놈이 왜 이렇게 왔다 갔다 해?",다 거의  나았어.,선우
"다리도 야, 넌  아픈 놈이 왜 이렇게 왔다 갔다 해?",다 거의 나았어.,선우
"다리도 야, 넌  아픈 놈이 왜 이렇게 왔다 갔다 해?",다 나았어.,선우
"다리도 야, 넌  아픈 놈이 왜 이렇게 왔다 갔다 해?",거의 다 나았어.,선우
"야, 다리도 넌 아픈 놈이 왜 이렇게 왔다 갔다 해?",다 거의  나았어.,선우
"야, 다리도 넌 아픈 놈이 왜 이렇게 왔다 갔다 해?",다 거의 나았어.,선우
"야, 다리도 넌 아픈 놈이 왜 이렇게 왔다 갔다 해?",다 나았어.,선우
"야, 다리도 넌 아픈 놈이 왜 이렇게 왔다 갔다 해?",거의 다 나았어.,선우
"야, 넌 다리도 아픈 놈이 이렇게 왔다 갔다 해?",다 거의  나았어.,선우
"야, 넌 다리도 아픈 놈이 이렇게 왔다 갔다 해?",다 거의 나았어.,선우
"야, 넌 다리도 아픈 놈이 이렇게 왔다 갔다 해?",다 나았어.,선우
"야, 넌 다리도 아픈 놈이 이렇게 왔다 갔다 해?",거의 다 나았어.,선우
"야, 넌 다리도 아픈 놈이 왜 이렇게 왔다 갔다 해?",다 거의  나았어.,선우
"야, 넌 다리도 아픈 놈이 왜 이렇게 왔다 갔다 해?",다 거의 나았어.,선우
"야, 넌 다리도 아픈 놈이 왜 이렇게 왔다 갔다 해?",다 나았어.,선우
"야, 넌 다리도 아픈 놈이 왜 이렇게 왔다 갔다 해?",거의 다 나았어.,선우
웬일이냐?,빌리러.어디 아.  반짇고리  가냐?,선우
웬일이냐?,반짇고리 아. 빌리러.어디 가냐?,선우
웬일이냐?,아.  반짇고리 빌리러.어디 가냐?,선우
왠일이냐?,빌리러.어디 아.  반짇고리  가냐?,선우
왠일이냐?,반짇고리 아. 빌리러.어디 가냐?,선우
왠일이냐?,아.  반짇고리 빌리러.어디 가냐?,선우
왠일이냐?,빌리러.어디 아.  반짇고리  가냐?,선우
왠일이냐?,반짇고리 아. 빌리러.어디 가냐?,선우
왠일이냐?,아.  반짇고리 빌리러.어디 가냐?,선우
웬일이냐?,빌리러.어디 아.  반짇고리  가냐?,선우
웬일이냐?,반짇고리 아. 빌리러.어디 가냐?,선우
웬일이냐?,아.  반짇고리 빌리러.어디 가냐?,선우
웬일이냐?,빌리러.어디 아.  반짇고리  가냐?,선우
웬일이냐?,반짇고리 아. 빌리러.어디 가냐?,선우
웬일이냐?,아.  반짇고리 빌리러.어디 가냐?,선우
건전지 사러.,있어. 나,선우
건전지 사러.,있어. 나,선우
건전지 사러.,있어.,선우
건전지 사러.,나 있어.,선우
건전지 사러요!!,있어. 나,선우
건전지 사러요!!,있어. 나,선우
건전지 사러요!!,있어.,선우
건전지 사러요!!,나 있어.,선우
건전지 사러요!!,있어. 나,선우
건전지 사러요!!,있어. 나,선우
건전지 사러요!!,있어.,선우
건전지 사러요!!,나 있어.,선우
사러.  건전지,있어. 나,선우
사러.  건전지,있어. 나,선우
사러.  건전지,있어.,선우
사러.  건전지,나 있어.,선우
사러. 건전지,있어. 나,선우
사러. 건전지,있어. 나,선우
사러. 건전지,있어.,선우
사러. 건전지,나 있어.,선우
건전지 사러.,있어. 나,선우
건전지 사러.,있어. 나,선우
건전지 사러.,있어.,선우
건전지 사러.,나 있어.,선우
진짜?,줄게. 어. 우리 집 가자. 내 꺼,선우
진짜?,어. 우리 집 내 가자. 꺼 줄게.,선우
진짜?,어. 집 가자. 내 꺼 줄게.,선우
진짜?,어. 우리 집 가자. 내 꺼 줄게.,선우
진짜?,줄게. 어. 우리 집 가자. 내 꺼,선우
진짜?,어. 우리 집 내 가자. 꺼 줄게.,선우
진짜?,어. 집 가자. 내 꺼 줄게.,선우
진짜?,어. 우리 집 가자. 내 꺼 줄게.,선우
진짜?,줄게. 어. 우리 집 가자. 내 꺼,선우
진짜?,어. 우리 집 내 가자. 꺼 줄게.,선우
진짜?,어. 집 가자. 내 꺼 줄게.,선우
진짜?,어. 우리 집 가자. 내 꺼 줄게.,선우
진짜?,줄게. 어. 우리 집 가자. 내 꺼,선우
진짜?,어. 우리 집 내 가자. 꺼 줄게.,선우
진짜?,어. 집 가자. 내 꺼 줄게.,선우
진짜?,어. 우리 집 가자. 내 꺼 줄게.,선우
진짜?,줄게. 어. 우리 집 가자. 내 꺼,선우
진짜?,어. 우리 집 내 가자. 꺼 줄게.,선우
진짜?,어. 집 가자. 내 꺼 줄게.,선우
진짜?,어. 우리 집 가자. 내 꺼 줄게.,선우
오야!! 우리 정환이 왔나!?,나  야.  화장실 좀. 내 방에 가 있어.,선우
오야!! 우리 정환이 왔나!?,나 야. 화장실 좀. 내 방에 가 있어.,선우
오야!! 우리 정환이 왔나!?,야. 나 화장실 좀. 내 방에 있어.,선우
오야!! 우리 정환이 왔나!?,야. 나 화장실 좀. 내 방에 가 있어.,선우
정환이 너는?!!,나  야.  화장실 좀. 내 방에 가 있어.,선우
정환이 너는?!!,나 야. 화장실 좀. 내 방에 가 있어.,선우
정환이 너는?!!,야. 나 화장실 좀. 내 방에 있어.,선우
정환이 너는?!!,야. 나 화장실 좀. 내 방에 가 있어.,선우
근데 정환이는? 응?,나  야.  화장실 좀. 내 방에 가 있어.,선우
근데 정환이는? 응?,나 야. 화장실 좀. 내 방에 가 있어.,선우
근데 정환이는? 응?,야. 나 화장실 좀. 내 방에 있어.,선우
근데 정환이는? 응?,야. 나 화장실 좀. 내 방에 가 있어.,선우
왔나!?  오야!! 우리 정환이,나  야.  화장실 좀. 내 방에 가 있어.,선우
왔나!?  오야!! 우리 정환이,나 야. 화장실 좀. 내 방에 가 있어.,선우
왔나!?  오야!! 우리 정환이,야. 나 화장실 좀. 내 방에 있어.,선우
왔나!?  오야!! 우리 정환이,야. 나 화장실 좀. 내 방에 가 있어.,선우
오야!! 우리 왔나!? 정환이,나  야.  화장실 좀. 내 방에 가 있어.,선우
오야!! 우리 왔나!? 정환이,나 야. 화장실 좀. 내 방에 가 있어.,선우
오야!! 우리 왔나!? 정환이,야. 나 화장실 좀. 내 방에 있어.,선우
오야!! 우리 왔나!? 정환이,야. 나 화장실 좀. 내 방에 가 있어.,선우
오야!! 정환이 왔나!?,나  야.  화장실 좀. 내 방에 가 있어.,선우
오야!! 정환이 왔나!?,나 야. 화장실 좀. 내 방에 가 있어.,선우
오야!! 정환이 왔나!?,야. 나 화장실 좀. 내 방에 있어.,선우
오야!! 정환이 왔나!?,야. 나 화장실 좀. 내 방에 가 있어.,선우
오야!! 우리 정환이 왔나!?,나  야.  화장실 좀. 내 방에 가 있어.,선우
오야!! 우리 정환이 왔나!?,나 야. 화장실 좀. 내 방에 가 있어.,선우
오야!! 우리 정환이 왔나!?,야. 나 화장실 좀. 내 방에 있어.,선우
오야!! 우리 정환이 왔나!?,야. 나 화장실 좀. 내 방에 가 있어.,선우
오야!! 우리 정환이 왔나!?,있어.  야. 나 화장실 좀. 내 방에 가,선우
오야!! 우리 정환이 왔나!?,나 야. 화장실 좀. 내 방에 가 있어.,선우
오야!! 우리 정환이 왔나!?,야. 나 화장실 좀. 내 방에 있어.,선우
오야!! 우리 정환이 왔나!?,야. 나 화장실 좀. 내 방에 가 있어.,선우
정환이 너는?!!,있어.  야. 나 화장실 좀. 내 방에 가,선우
정환이 너는?!!,나 야. 화장실 좀. 내 방에 가 있어.,선우
정환이 너는?!!,야. 나 화장실 좀. 내 방에 있어.,선우
정환이 너는?!!,야. 나 화장실 좀. 내 방에 가 있어.,선우
근데 정환이는? 응?,있어.  야. 나 화장실 좀. 내 방에 가,선우
근데 정환이는? 응?,나 야. 화장실 좀. 내 방에 가 있어.,선우
근데 정환이는? 응?,야. 나 화장실 좀. 내 방에 있어.,선우
근데 정환이는? 응?,야. 나 화장실 좀. 내 방에 가 있어.,선우
왔나!?  오야!! 우리 정환이,있어.  야. 나 화장실 좀. 내 방에 가,선우
왔나!?  오야!! 우리 정환이,나 야. 화장실 좀. 내 방에 가 있어.,선우
왔나!?  오야!! 우리 정환이,야. 나 화장실 좀. 내 방에 있어.,선우
왔나!?  오야!! 우리 정환이,야. 나 화장실 좀. 내 방에 가 있어.,선우
우리 오야!! 정환이 왔나!?,있어.  야. 나 화장실 좀. 내 방에 가,선우
우리 오야!! 정환이 왔나!?,나 야. 화장실 좀. 내 방에 가 있어.,선우
우리 오야!! 정환이 왔나!?,야. 나 화장실 좀. 내 방에 있어.,선우
우리 오야!! 정환이 왔나!?,야. 나 화장실 좀. 내 방에 가 있어.,선우
오야!! 정환이 왔나!?,있어.  야. 나 화장실 좀. 내 방에 가,선우
오야!! 정환이 왔나!?,나 야. 화장실 좀. 내 방에 가 있어.,선우
오야!! 정환이 왔나!?,야. 나 화장실 좀. 내 방에 있어.,선우
오야!! 정환이 왔나!?,야. 나 화장실 좀. 내 방에 가 있어.,선우
