Q,A,role
이번에 이기면 보면 되겠네. 이번에 이기면 봐..,이번에 이기면 보면 되겠네. 이번에 봐.. 이기면,택
이번에 이기면 보면 되겠네. 이번에 이기면 봐..,이번에 이기면 보면 되겠네. 이번에 이기면 봐..,택
이겼으면 좋겠다. 그치.,보면 이번에 이기면  되겠네. 이번에 이기면 봐..,택
이겼으면 좋겠다. 그치.,이번에 이기면 보면 되겠네. 이번에 봐.. 이기면,택
이겼으면 좋겠다. 그치.,이번에 이기면 보면 되겠네. 이번에 이기면 봐..,택
"이기면 너 하고 싶은 거 하는 거지, 뭘.그걸 나한테 물어.",보면 이번에 이기면  되겠네. 이번에 이기면 봐..,택
"이기면 너 하고 싶은 거 하는 거지, 뭘.그걸 나한테 물어.",이번에 이기면 보면 되겠네. 이번에 봐.. 이기면,택
"이기면 너 하고 싶은 거 하는 거지, 뭘.그걸 나한테 물어.",이번에 이기면 보면 되겠네. 이번에 이기면 봐..,택
이기면  이번에  보면 되겠네. 이번에  봐..,보면 이번에 이기면  되겠네. 이번에 이기면 봐..,택
이기면  이번에  보면 되겠네. 이번에  봐..,이번에 이기면 보면 되겠네. 이번에 봐.. 이기면,택
이기면  이번에  보면 되겠네. 이번에  봐..,이번에 이기면 보면 되겠네. 이번에 이기면 봐..,택
이번에 이기면 보면 되겠네. 이기면 이번에 봐..,보면 이번에 이기면  되겠네. 이번에 이기면 봐..,택
이번에 이기면 보면 되겠네. 이기면 이번에 봐..,이번에 이기면 보면 되겠네. 이번에 봐.. 이기면,택
이번에 이기면 보면 되겠네. 이기면 이번에 봐..,이번에 이기면 보면 되겠네. 이번에 이기면 봐..,택
이번에 이기면 보면 되겠네. 이번에 이기면 봐..,보면 이번에 이기면  되겠네. 이번에 이기면 봐..,택
이번에 이기면 보면 되겠네. 이번에 이기면 봐..,이번에 이기면 보면 되겠네. 이번에 봐.. 이기면,택
이번에 이기면 보면 되겠네. 이번에 이기면 봐..,이번에 이기면 보면 되겠네. 이번에 이기면 봐..,택
아이고.. 그 전에 택아.,전에 아이고.. 그  택아.,택
아이고.. 그 전에 택아.,그 아이고.. 전에 택아.,택
아이고.. 그 전에 택아.,아이고.. 전에 택아.,택
아이고.. 그 전에 택아.,아이고.. 그 전에 택아.,택
자. 택아.,전에 아이고.. 그  택아.,택
자. 택아.,그 아이고.. 전에 택아.,택
자. 택아.,아이고.. 전에 택아.,택
자. 택아.,아이고.. 그 전에 택아.,택
택아.,전에 아이고.. 그  택아.,택
택아.,그 아이고.. 전에 택아.,택
택아.,아이고.. 전에 택아.,택
택아.,아이고.. 그 전에 택아.,택
전에  그  택아.,전에 아이고.. 그  택아.,택
전에  그  택아.,그 아이고.. 전에 택아.,택
전에  그  택아.,아이고.. 전에 택아.,택
전에  그  택아.,아이고.. 그 전에 택아.,택
전에 그 택아.,전에 아이고.. 그  택아.,택
전에 그 택아.,그 아이고.. 전에 택아.,택
전에 그 택아.,아이고.. 전에 택아.,택
전에 그 택아.,아이고.. 그 전에 택아.,택
전에 택아.,전에 아이고.. 그  택아.,택
전에 택아.,그 아이고.. 전에 택아.,택
전에 택아.,아이고.. 전에 택아.,택
전에 택아.,아이고.. 그 전에 택아.,택
그 전에 택아.,전에 아이고.. 그  택아.,택
그 전에 택아.,그 아이고.. 전에 택아.,택
그 전에 택아.,아이고.. 전에 택아.,택
그 전에 택아.,아이고.. 그 전에 택아.,택
옷부터 다시 입자.,다시 옷부터  입자.,택
옷부터 다시 입자.,옷부터 입자. 다시,택
옷부터 다시 입자.,옷부터 다시 입자.,택
나 이거 새옷인데 어때?,다시 옷부터  입자.,택
나 이거 새옷인데 어때?,옷부터 입자. 다시,택
나 이거 새옷인데 어때?,옷부터 다시 입자.,택
... 나 옷 갈아입을 건데..?,다시 옷부터  입자.,택
... 나 옷 갈아입을 건데..?,옷부터 입자. 다시,택
... 나 옷 갈아입을 건데..?,옷부터 다시 입자.,택
다시  옷부터  입자.,다시 옷부터  입자.,택
다시  옷부터  입자.,옷부터 입자. 다시,택
다시  옷부터  입자.,옷부터 다시 입자.,택
다시 옷부터 입자.,다시 옷부터  입자.,택
다시 옷부터 입자.,옷부터 입자. 다시,택
다시 옷부터 입자.,옷부터 다시 입자.,택
옷부터 다시 입자.,다시 옷부터  입자.,택
옷부터 다시 입자.,옷부터 입자. 다시,택
옷부터 다시 입자.,옷부터 다시 입자.,택
"참, 진짜.. 내가 이해가 안 가..아, 사람들이 너한테 왜 지는 거냐!? 참, 진짜..","내가  내..,  할게..!!",택
"참, 진짜.. 내가 이해가 안 가..아, 사람들이 너한테 왜 지는 거냐!? 참, 진짜..","내가 내.., 할게..!!",택
"참, 진짜.. 내가 이해가 안 가..아, 사람들이 너한테 왜 지는 거냐!? 참, 진짜.."," 내.., 내가 할게..!!",택
"왜, 졌어?","내가  내..,  할게..!!",택
"왜, 졌어?","내가 내.., 할게..!!",택
"왜, 졌어?"," 내.., 내가 할게..!!",택
"왜, 졌어?","내가  내..,  할게..!!",택
"왜, 졌어?","내가 내.., 할게..!!",택
"왜, 졌어?"," 내.., 내가 할게..!!",택
"사람들이 아,  너한테 왜 지는 거냐!? 참, 진짜..","내가  내..,  할게..!!",택
"사람들이 아,  너한테 왜 지는 거냐!? 참, 진짜..","내가 내.., 할게..!!",택
"사람들이 아,  너한테 왜 지는 거냐!? 참, 진짜.."," 내.., 내가 할게..!!",택
"아, 사람들이 너한테 왜 지는 참, 거냐!? 진짜..","내가  내..,  할게..!!",택
"아, 사람들이 너한테 왜 지는 참, 거냐!? 진짜..","내가 내.., 할게..!!",택
"아, 사람들이 너한테 왜 지는 참, 거냐!? 진짜.."," 내.., 내가 할게..!!",택
"아, 사람들이 너한테 지는 거냐!? 참, 진짜..","내가  내..,  할게..!!",택
"아, 사람들이 너한테 지는 거냐!? 참, 진짜..","내가 내.., 할게..!!",택
"아, 사람들이 너한테 지는 거냐!? 참, 진짜.."," 내.., 내가 할게..!!",택
"아, 사람들이 너한테 왜 지는 거냐!? 참, 진짜..","내가  내..,  할게..!!",택
"아, 사람들이 너한테 왜 지는 거냐!? 참, 진짜..","내가 내.., 할게..!!",택
"아, 사람들이 너한테 왜 지는 거냐!? 참, 진짜.."," 내.., 내가 할게..!!",택
넌 하고 싶은 거 없어? 바둑 두는 거 말고 하고 싶은 거 없어?,있어요. ..  할 거,택
넌 하고 싶은 거 없어? 바둑 두는 거 말고 하고 싶은 거 없어?,할 .. 거 있어요.,택
넌 하고 싶은 거 없어? 바둑 두는 거 말고 하고 싶은 거 없어?,..  할 거 있어요.,택
넌 하고 싶은 거 없어? 바둑 두는 거 말고 하고 싶은 거 없어?,있어요. ..  할 거,택
넌 하고 싶은 거 없어? 바둑 두는 거 말고 하고 싶은 거 없어?,할 .. 거 있어요.,택
넌 하고 싶은 거 없어? 바둑 두는 거 말고 하고 싶은 거 없어?,..  할 거 있어요.,택
"야, 너두 가니? 오늘 대회 없어?!",있어요. ..  할 거,택
"야, 너두 가니? 오늘 대회 없어?!",할 .. 거 있어요.,택
"야, 너두 가니? 오늘 대회 없어?!",..  할 거 있어요.,택
없는데. 당분간 대국도  계획 없어?,있어요. ..  할 거,택
없는데. 당분간 대국도  계획 없어?,할 .. 거 있어요.,택
없는데. 당분간 대국도  계획 없어?,..  할 거 있어요.,택
당분간 대국도 없는데. 없어? 계획,있어요. ..  할 거,택
당분간 대국도 없는데. 없어? 계획,할 .. 거 있어요.,택
당분간 대국도 없는데. 없어? 계획,..  할 거 있어요.,택
당분간 대국도 없는데. 계획 없어?,있어요. ..  할 거,택
당분간 대국도 없는데. 계획 없어?,할 .. 거 있어요.,택
당분간 대국도 없는데. 계획 없어?,..  할 거 있어요.,택
"택아, 너 아빠한테 잘 해라. 니네 아빠, 정말 니가 전부이신 거 같더라. 잘 자라. 야, 져도 돼! 끊는다!",주무세요!  예! 안녕히,택
"택아, 너 아빠한테 잘 해라. 니네 아빠, 정말 니가 전부이신 거 같더라. 잘 자라. 야, 져도 돼! 끊는다!",안녕히 예! 주무세요!,택
"택아, 너 아빠한테 잘 해라. 니네 아빠, 정말 니가 전부이신 거 같더라. 잘 자라. 야, 져도 돼! 끊는다!",예! 안녕히 주무세요!,택
잘 자요.,주무세요!  예! 안녕히,택
잘 자요.,안녕히 예! 주무세요!,택
잘 자요.,예! 안녕히 주무세요!,택
알았어. 잘 자.,주무세요!  예! 안녕히,택
알았어. 잘 자.,안녕히 예! 주무세요!,택
알았어. 잘 자.,예! 안녕히 주무세요!,택
"잔다.  택아. 잘 자, 아빠 ",주무세요!  예! 안녕히,택
"잔다.  택아. 잘 자, 아빠 ",안녕히 예! 주무세요!,택
"잔다.  택아. 잘 자, 아빠 ",예! 안녕히 주무세요!,택
"택아. 자, 잘 아빠 잔다.",주무세요!  예! 안녕히,택
"택아. 자, 잘 아빠 잔다.",안녕히 예! 주무세요!,택
"택아. 자, 잘 아빠 잔다.",예! 안녕히 주무세요!,택
" 택아. 잘 자, 아빠 잔다.",주무세요!  예! 안녕히,택
" 택아. 잘 자, 아빠 잔다.",안녕히 예! 주무세요!,택
" 택아. 잘 자, 아빠 잔다.",예! 안녕히 주무세요!,택
왠일이에요 이 시간에?,일 아니.. 무슨  없어.,택
왠일이에요 이 시간에?,아니.. 무슨 없어. 일,택
왠일이에요 이 시간에?,아니.. 일 없어.,택
왠일이에요 이 시간에?,아니.. 무슨 일 없어.,택
왜. 뭔 일 있어? 여기서 뭐하냐?,일 아니.. 무슨  없어.,택
왜. 뭔 일 있어? 여기서 뭐하냐?,아니.. 무슨 없어. 일,택
왜. 뭔 일 있어? 여기서 뭐하냐?,아니.. 일 없어.,택
왜. 뭔 일 있어? 여기서 뭐하냐?,아니.. 무슨 일 없어.,택
왜. 뭔 일 있어? 여기서 뭐하냐?,일 아니.. 무슨  없어.,택
왜. 뭔 일 있어? 여기서 뭐하냐?,아니.. 무슨 없어. 일,택
왜. 뭔 일 있어? 여기서 뭐하냐?,아니.. 일 없어.,택
왜. 뭔 일 있어? 여기서 뭐하냐?,아니.. 무슨 일 없어.,택
니가  어.  이 시간에 웬일이야? 무슨 일 있어?,일 아니.. 무슨  없어.,택
니가  어.  이 시간에 웬일이야? 무슨 일 있어?,아니.. 무슨 없어. 일,택
니가  어.  이 시간에 웬일이야? 무슨 일 있어?,아니.. 일 없어.,택
니가  어.  이 시간에 웬일이야? 무슨 일 있어?,아니.. 무슨 일 없어.,택
니가 어. 이 시간에 웬일이야? 무슨 일 있어?,일 아니.. 무슨  없어.,택
니가 어. 이 시간에 웬일이야? 무슨 일 있어?,아니.. 무슨 없어. 일,택
니가 어. 이 시간에 웬일이야? 무슨 일 있어?,아니.. 일 없어.,택
니가 어. 이 시간에 웬일이야? 무슨 일 있어?,아니.. 무슨 일 없어.,택
어. 니가 이 시간에 웬일이야? 일 있어?,일 아니.. 무슨  없어.,택
어. 니가 이 시간에 웬일이야? 일 있어?,아니.. 무슨 없어. 일,택
어. 니가 이 시간에 웬일이야? 일 있어?,아니.. 일 없어.,택
어. 니가 이 시간에 웬일이야? 일 있어?,아니.. 무슨 일 없어.,택
어. 니가 이 시간에 웬일이야? 무슨 일 있어?,일 아니.. 무슨  없어.,택
어. 니가 이 시간에 웬일이야? 무슨 일 있어?,아니.. 무슨 없어. 일,택
어. 니가 이 시간에 웬일이야? 무슨 일 있어?,아니.. 일 없어.,택
어. 니가 이 시간에 웬일이야? 무슨 일 있어?,아니.. 무슨 일 없어.,택
"아, 춥다. 빨리 들어가자.","덕선아.  어, 알았어. ",택
"아, 춥다. 빨리 들어가자.","어, 덕선아. 알았어.",택
"아, 춥다. 빨리 들어가자."," 어, 알았어. 덕선아.",택
너 얼른 들어가. 얘 자야돼~,"덕선아.  어, 알았어. ",택
너 얼른 들어가. 얘 자야돼~,"어, 덕선아. 알았어.",택
너 얼른 들어가. 얘 자야돼~," 어, 알았어. 덕선아.",택
"아, 얼른 들어가.","덕선아.  어, 알았어. ",택
"아, 얼른 들어가.","어, 덕선아. 알았어.",택
"아, 얼른 들어가."," 어, 알았어. 덕선아.",택
얼른  어..  들어가. 빨리 들어가서 자. 12시 다 됐어.,"덕선아.  어, 알았어. ",택
얼른  어..  들어가. 빨리 들어가서 자. 12시 다 됐어.,"어, 덕선아. 알았어.",택
얼른  어..  들어가. 빨리 들어가서 자. 12시 다 됐어.," 어, 알았어. 덕선아.",택
어.. 들어가. 얼른 빨리 들어가서 자. 12시 다 됐어.,"덕선아.  어, 알았어. ",택
어.. 들어가. 얼른 빨리 들어가서 자. 12시 다 됐어.,"어, 덕선아. 알았어.",택
어.. 들어가. 얼른 빨리 들어가서 자. 12시 다 됐어.," 어, 알았어. 덕선아.",택
어.. 얼른 들어가. 빨리 들어가서 자. 12시 다 됐어.,"덕선아.  어, 알았어. ",택
어.. 얼른 들어가. 빨리 들어가서 자. 12시 다 됐어.,"어, 덕선아. 알았어.",택
어.. 얼른 들어가. 빨리 들어가서 자. 12시 다 됐어.," 어, 알았어. 덕선아.",택
왜?,볼까..? 우리.. 영화   영화 보자. 우리.,택
왜?,우리.. 볼까..? 영화 영화 보자. 우리.,택
왜?,우리.. 영화 볼까..?  영화 보자. 우리.,택
왜?,볼까..? 우리.. 영화   영화 보자. 우리.,택
왜?,우리.. 볼까..? 영화 영화 보자. 우리.,택
왜?,우리.. 영화 볼까..?  영화 보자. 우리.,택
왜?,볼까..? 우리.. 영화   영화 보자. 우리.,택
왜?,우리.. 볼까..? 영화 영화 보자. 우리.,택
왜?,우리.. 영화 볼까..?  영화 보자. 우리.,택
왜?  응.,볼까..? 우리.. 영화   영화 보자. 우리.,택
왜?  응.,우리.. 볼까..? 영화 영화 보자. 우리.,택
왜?  응.,우리.. 영화 볼까..?  영화 보자. 우리.,택
왜? 응.,볼까..? 우리.. 영화   영화 보자. 우리.,택
왜? 응.,우리.. 볼까..? 영화 영화 보자. 우리.,택
왜? 응.,우리.. 영화 볼까..?  영화 보자. 우리.,택
응. 왜?,볼까..? 우리.. 영화   영화 보자. 우리.,택
응. 왜?,우리.. 볼까..? 영화 영화 보자. 우리.,택
응. 왜?,우리.. 영화 볼까..?  영화 보자. 우리.,택
"아, 뭐 하는 거야..!!",되는데.  형. 저도 기원 가야,택
"아, 뭐 하는 거야..!!",형. 저도 기원 되는데. 가야,택
"아, 뭐 하는 거야..!!",형. 저도 기원 가야 되는데.,택
"그, 뭐 요즘 많이 바쁘실 텐데 어쩌다 이까지 오셨습니까?",되는데.  형. 저도 기원 가야,택
"그, 뭐 요즘 많이 바쁘실 텐데 어쩌다 이까지 오셨습니까?",형. 저도 기원 되는데. 가야,택
"그, 뭐 요즘 많이 바쁘실 텐데 어쩌다 이까지 오셨습니까?",형. 저도 기원 가야 되는데.,택
"아 뭐해, 빨리!",되는데.  형. 저도 기원 가야,택
"아 뭐해, 빨리!",형. 저도 기원 되는데. 가야,택
"아 뭐해, 빨리!",형. 저도 기원 가야 되는데.,택
"지금 그럼  이것 때문에 부른 거야, 바빠 죽겠는데?!!",되는데.  형. 저도 기원 가야,택
"지금 그럼  이것 때문에 부른 거야, 바빠 죽겠는데?!!",형. 저도 기원 되는데. 가야,택
"지금 그럼  이것 때문에 부른 거야, 바빠 죽겠는데?!!",형. 저도 기원 가야 되는데.,택
"그럼 지금 이것 부른 때문에 거야, 바빠 죽겠는데?!!",되는데.  형. 저도 기원 가야,택
"그럼 지금 이것 부른 때문에 거야, 바빠 죽겠는데?!!",형. 저도 기원 되는데. 가야,택
"그럼 지금 이것 부른 때문에 거야, 바빠 죽겠는데?!!",형. 저도 기원 가야 되는데.,택
"그럼 지금 이것 부른 거야, 바빠 죽겠는데?!!",되는데.  형. 저도 기원 가야,택
"그럼 지금 이것 부른 거야, 바빠 죽겠는데?!!",형. 저도 기원 되는데. 가야,택
"그럼 지금 이것 부른 거야, 바빠 죽겠는데?!!",형. 저도 기원 가야 되는데.,택
"그럼 지금 이것 때문에 부른 거야, 바빠 죽겠는데?!!",되는데.  형. 저도 기원 가야,택
"그럼 지금 이것 때문에 부른 거야, 바빠 죽겠는데?!!",형. 저도 기원 되는데. 가야,택
"그럼 지금 이것 때문에 부른 거야, 바빠 죽겠는데?!!",형. 저도 기원 가야 되는데.,택
이따 저녁에 비 온대. 혹시 모르니까 가져가려고.,생신인데. 괜찮아요. 결승이.. 크리스마스이브에요. 그날 아빠,택
이따 저녁에 비 온대. 혹시 모르니까 가져가려고.,괜찮아요. 결승이.. 크리스마스이브에요. 그날 생신인데. 아빠,택
이따 저녁에 비 온대. 혹시 모르니까 가져가려고.,괜찮아요. 결승이.. 크리스마스이브에요. 그날 아빠 생신인데.,택
밖에 비 오지. 응?,생신인데. 괜찮아요. 결승이.. 크리스마스이브에요. 그날 아빠,택
밖에 비 오지. 응?,괜찮아요. 결승이.. 크리스마스이브에요. 그날 생신인데. 아빠,택
밖에 비 오지. 응?,괜찮아요. 결승이.. 크리스마스이브에요. 그날 아빠 생신인데.,택
밖에 비 오지. 응?,생신인데. 괜찮아요. 결승이.. 크리스마스이브에요. 그날 아빠,택
밖에 비 오지. 응?,괜찮아요. 결승이.. 크리스마스이브에요. 그날 생신인데. 아빠,택
밖에 비 오지. 응?,괜찮아요. 결승이.. 크리스마스이브에요. 그날 아빠 생신인데.,택
"텐데. 너 내일, 부산 가는데. 비가 와서 큰일이다. 길 미끄러울 ",생신인데. 괜찮아요. 결승이.. 크리스마스이브에요. 그날 아빠,택
"텐데. 너 내일, 부산 가는데. 비가 와서 큰일이다. 길 미끄러울 ",괜찮아요. 결승이.. 크리스마스이브에요. 그날 생신인데. 아빠,택
"텐데. 너 내일, 부산 가는데. 비가 와서 큰일이다. 길 미끄러울 ",괜찮아요. 결승이.. 크리스마스이브에요. 그날 아빠 생신인데.,택
"너 내일, 부산 가는데. 비가 와서 큰일이다. 길 텐데. 미끄러울",생신인데. 괜찮아요. 결승이.. 크리스마스이브에요. 그날 아빠,택
"너 내일, 부산 가는데. 비가 와서 큰일이다. 길 텐데. 미끄러울",괜찮아요. 결승이.. 크리스마스이브에요. 그날 생신인데. 아빠,택
"너 내일, 부산 가는데. 비가 와서 큰일이다. 길 텐데. 미끄러울",괜찮아요. 결승이.. 크리스마스이브에요. 그날 아빠 생신인데.,택
"내일, 부산 가는데. 비가 와서 큰일이다. 길 미끄러울 텐데.",생신인데. 괜찮아요. 결승이.. 크리스마스이브에요. 그날 아빠,택
"내일, 부산 가는데. 비가 와서 큰일이다. 길 미끄러울 텐데.",괜찮아요. 결승이.. 크리스마스이브에요. 그날 생신인데. 아빠,택
"내일, 부산 가는데. 비가 와서 큰일이다. 길 미끄러울 텐데.",괜찮아요. 결승이.. 크리스마스이브에요. 그날 아빠 생신인데.,택
"너 내일, 부산 가는데. 비가 와서 큰일이다. 길 미끄러울 텐데.",생신인데. 괜찮아요. 결승이.. 크리스마스이브에요. 그날 아빠,택
"너 내일, 부산 가는데. 비가 와서 큰일이다. 길 미끄러울 텐데.",괜찮아요. 결승이.. 크리스마스이브에요. 그날 생신인데. 아빠,택
"너 내일, 부산 가는데. 비가 와서 큰일이다. 길 미끄러울 텐데.",괜찮아요. 결승이.. 크리스마스이브에요. 그날 아빠 생신인데.,택
너 신경 안 써도 돼.,"뭐 그래두,  갖고 싶은 거 없으세요?",택
너 신경 안 써도 돼.,"그래두, 뭐 갖고 싶은 없으세요? 거",택
너 신경 안 써도 돼.,"그래두, 뭐 갖고 싶은 거 없으세요?",택
네. 신경쓰지 마세요.,"뭐 그래두,  갖고 싶은 거 없으세요?",택
네. 신경쓰지 마세요.,"그래두, 뭐 갖고 싶은 없으세요? 거",택
네. 신경쓰지 마세요.,"그래두, 뭐 갖고 싶은 거 없으세요?",택
다 잘 끝났으니까.. 신경 쓰지 말고 니 일이나 열심히 해.,"뭐 그래두,  갖고 싶은 거 없으세요?",택
다 잘 끝났으니까.. 신경 쓰지 말고 니 일이나 열심히 해.,"그래두, 뭐 갖고 싶은 없으세요? 거",택
다 잘 끝났으니까.. 신경 쓰지 말고 니 일이나 열심히 해.,"그래두, 뭐 갖고 싶은 거 없으세요?",택
일이나 니  신경 써. 나 아무 상관없어.,"뭐 그래두,  갖고 싶은 거 없으세요?",택
일이나 니  신경 써. 나 아무 상관없어.,"그래두, 뭐 갖고 싶은 없으세요? 거",택
일이나 니  신경 써. 나 아무 상관없어.,"그래두, 뭐 갖고 싶은 거 없으세요?",택
니 일이나 신경 써. 나 상관없어. 아무,"뭐 그래두,  갖고 싶은 거 없으세요?",택
니 일이나 신경 써. 나 상관없어. 아무,"그래두, 뭐 갖고 싶은 없으세요? 거",택
니 일이나 신경 써. 나 상관없어. 아무,"그래두, 뭐 갖고 싶은 거 없으세요?",택
니 일이나 신경 써. 아무 상관없어.,"뭐 그래두,  갖고 싶은 거 없으세요?",택
니 일이나 신경 써. 아무 상관없어.,"그래두, 뭐 갖고 싶은 없으세요? 거",택
니 일이나 신경 써. 아무 상관없어.,"그래두, 뭐 갖고 싶은 거 없으세요?",택
니 일이나 신경 써. 나 아무 상관없어.,"뭐 그래두,  갖고 싶은 거 없으세요?",택
니 일이나 신경 써. 나 아무 상관없어.,"그래두, 뭐 갖고 싶은 없으세요? 거",택
니 일이나 신경 써. 나 아무 상관없어.,"그래두, 뭐 갖고 싶은 거 없으세요?",택
"이거.. 박 기자가, 최 사범 주라는데?",못했어요.  아..!! 아빠 내일 촬영 있으시죠!!?죄송해요. 박 기자님이 부탁한 거라서 거절을,택
"이거.. 박 기자가, 최 사범 주라는데?",아..!! 아빠 내일 촬영 있으시죠!!?죄송해요. 박 기자님이 부탁한 거절을 거라서 못했어요.,택
"이거.. 박 기자가, 최 사범 주라는데?",아..!! 아빠 내일 촬영 있으시죠!!?죄송해요. 박 기자님이 부탁한 거라서 거절을 못했어요.,택
아..!! 아빠 내일 촬영 있으시죠!!?죄송해요. 박 기자님이 부탁한 거라서 거절을 못했어요.,못했어요.  아..!! 아빠 내일 촬영 있으시죠!!?죄송해요. 박 기자님이 부탁한 거라서 거절을,택
아..!! 아빠 내일 촬영 있으시죠!!?죄송해요. 박 기자님이 부탁한 거라서 거절을 못했어요.,아..!! 아빠 내일 촬영 있으시죠!!?죄송해요. 박 기자님이 부탁한 거절을 거라서 못했어요.,택
아..!! 아빠 내일 촬영 있으시죠!!?죄송해요. 박 기자님이 부탁한 거라서 거절을 못했어요.,아..!! 아빠 내일 촬영 있으시죠!!?죄송해요. 박 기자님이 부탁한 거라서 거절을 못했어요.,택
내일 해.,못했어요.  아..!! 아빠 내일 촬영 있으시죠!!?죄송해요. 박 기자님이 부탁한 거라서 거절을,택
내일 해.,아..!! 아빠 내일 촬영 있으시죠!!?죄송해요. 박 기자님이 부탁한 거절을 거라서 못했어요.,택
내일 해.,아..!! 아빠 내일 촬영 있으시죠!!?죄송해요. 박 기자님이 부탁한 거라서 거절을 못했어요.,택
그거..  참. 내일  박 기자님이시지..?,못했어요.  아..!! 아빠 내일 촬영 있으시죠!!?죄송해요. 박 기자님이 부탁한 거라서 거절을,택
그거..  참. 내일  박 기자님이시지..?,아..!! 아빠 내일 촬영 있으시죠!!?죄송해요. 박 기자님이 부탁한 거절을 거라서 못했어요.,택
그거..  참. 내일  박 기자님이시지..?,아..!! 아빠 내일 촬영 있으시죠!!?죄송해요. 박 기자님이 부탁한 거라서 거절을 못했어요.,택
참. 내일 그거.. 기자님이시지..? 박,못했어요.  아..!! 아빠 내일 촬영 있으시죠!!?죄송해요. 박 기자님이 부탁한 거라서 거절을,택
참. 내일 그거.. 기자님이시지..? 박,아..!! 아빠 내일 촬영 있으시죠!!?죄송해요. 박 기자님이 부탁한 거절을 거라서 못했어요.,택
참. 내일 그거.. 기자님이시지..? 박,아..!! 아빠 내일 촬영 있으시죠!!?죄송해요. 박 기자님이 부탁한 거라서 거절을 못했어요.,택
참. 내일 그거.. 박 기자님이시지..?,못했어요.  아..!! 아빠 내일 촬영 있으시죠!!?죄송해요. 박 기자님이 부탁한 거라서 거절을,택
참. 내일 그거.. 박 기자님이시지..?,아..!! 아빠 내일 촬영 있으시죠!!?죄송해요. 박 기자님이 부탁한 거절을 거라서 못했어요.,택
참. 내일 그거.. 박 기자님이시지..?,아..!! 아빠 내일 촬영 있으시죠!!?죄송해요. 박 기자님이 부탁한 거라서 거절을 못했어요.,택
그 정돈 할 수 있지.,"만약에 혹시  괴롭히면 호텔로 전화하세요.그래도 친한 분이라, 한 마디 정도는 제가 할 수 있어요.",택
그 정돈 할 수 있지.,"혹시 만약에 괴롭히면 호텔로 친한 전화하세요.그래도 분이라, 한 마디 정도는 제가 할 수 있어요.",택
그 정돈 할 수 있지.,"혹시 괴롭히면 호텔로 전화하세요.그래도 친한 분이라, 한 마디 정도는 제가 할 수 있어요.",택
그 정돈 할 수 있지.,"혹시 만약에 괴롭히면 호텔로 전화하세요.그래도 친한 분이라, 한 마디 정도는 제가 할 수 있어요.",택
..  할 거 있어요.,"만약에 혹시  괴롭히면 호텔로 전화하세요.그래도 친한 분이라, 한 마디 정도는 제가 할 수 있어요.",택
..  할 거 있어요.,"혹시 만약에 괴롭히면 호텔로 친한 전화하세요.그래도 분이라, 한 마디 정도는 제가 할 수 있어요.",택
..  할 거 있어요.,"혹시 괴롭히면 호텔로 전화하세요.그래도 친한 분이라, 한 마디 정도는 제가 할 수 있어요.",택
..  할 거 있어요.,"혹시 만약에 괴롭히면 호텔로 전화하세요.그래도 친한 분이라, 한 마디 정도는 제가 할 수 있어요.",택
그래~ 그런 걸로 하자.,"만약에 혹시  괴롭히면 호텔로 전화하세요.그래도 친한 분이라, 한 마디 정도는 제가 할 수 있어요.",택
그래~ 그런 걸로 하자.,"혹시 만약에 괴롭히면 호텔로 친한 전화하세요.그래도 분이라, 한 마디 정도는 제가 할 수 있어요.",택
그래~ 그런 걸로 하자.,"혹시 괴롭히면 호텔로 전화하세요.그래도 친한 분이라, 한 마디 정도는 제가 할 수 있어요.",택
그래~ 그런 걸로 하자.,"혹시 만약에 괴롭히면 호텔로 전화하세요.그래도 친한 분이라, 한 마디 정도는 제가 할 수 있어요.",택
정돈 그  들어드려야지.,"만약에 혹시  괴롭히면 호텔로 전화하세요.그래도 친한 분이라, 한 마디 정도는 제가 할 수 있어요.",택
정돈 그  들어드려야지.,"혹시 만약에 괴롭히면 호텔로 친한 전화하세요.그래도 분이라, 한 마디 정도는 제가 할 수 있어요.",택
정돈 그  들어드려야지.,"혹시 괴롭히면 호텔로 전화하세요.그래도 친한 분이라, 한 마디 정도는 제가 할 수 있어요.",택
정돈 그  들어드려야지.,"혹시 만약에 괴롭히면 호텔로 전화하세요.그래도 친한 분이라, 한 마디 정도는 제가 할 수 있어요.",택
그 들어드려야지. 정돈,"만약에 혹시  괴롭히면 호텔로 전화하세요.그래도 친한 분이라, 한 마디 정도는 제가 할 수 있어요.",택
그 들어드려야지. 정돈,"혹시 만약에 괴롭히면 호텔로 친한 전화하세요.그래도 분이라, 한 마디 정도는 제가 할 수 있어요.",택
그 들어드려야지. 정돈,"혹시 괴롭히면 호텔로 전화하세요.그래도 친한 분이라, 한 마디 정도는 제가 할 수 있어요.",택
그 들어드려야지. 정돈,"혹시 만약에 괴롭히면 호텔로 전화하세요.그래도 친한 분이라, 한 마디 정도는 제가 할 수 있어요.",택
정돈 들어드려야지.,"만약에 혹시  괴롭히면 호텔로 전화하세요.그래도 친한 분이라, 한 마디 정도는 제가 할 수 있어요.",택
정돈 들어드려야지.,"혹시 만약에 괴롭히면 호텔로 친한 전화하세요.그래도 분이라, 한 마디 정도는 제가 할 수 있어요.",택
정돈 들어드려야지.,"혹시 괴롭히면 호텔로 전화하세요.그래도 친한 분이라, 한 마디 정도는 제가 할 수 있어요.",택
