Q,A,role
"¾Æ, ³ª ÁøÂ¥..","¾Ë¾Æ, ³ªµµ ÁøÁöÇØ.",µ¿·æ
"¾Æ, ³ª ÁøÂ¥..","³ªµµ ¾Ë¾Æ,  ÁøÁöÇØ.",µ¿·æ
"¾Æ, ³ª ÁøÂ¥..","³ªµµ ¾Ë¾Æ, ÁøÁöÇØ.",µ¿·æ
"¾Æ, ³ª ÁøÂ¥..","¾Ë¾Æ, ³ªµµ ÁøÁöÇØ.",µ¿·æ
ÁøÁöÇØ. ¾ß ³ª,"³ªµµ ¾Ë¾Æ,  ÁøÁöÇØ.",µ¿·æ
ÁøÁöÇØ. ¾ß ³ª,"³ªµµ ¾Ë¾Æ, ÁøÁöÇØ.",µ¿·æ
ÁøÁöÇØ. ¾ß ³ª,"¾Ë¾Æ, ³ªµµ ÁøÁöÇØ.",µ¿·æ
¾ß ÁøÁöÇØ. ³ª,"³ªµµ ¾Ë¾Æ,  ÁøÁöÇØ.",µ¿·æ
¾ß ÁøÁöÇØ. ³ª,"³ªµµ ¾Ë¾Æ, ÁøÁöÇØ.",µ¿·æ
¾ß ÁøÁöÇØ. ³ª,"¾Ë¾Æ, ³ªµµ ÁøÁöÇØ.",µ¿·æ
¾ß ÁøÁöÇØ.,"³ªµµ ¾Ë¾Æ,  ÁøÁöÇØ.",µ¿·æ
¾ß ÁøÁöÇØ.,"³ªµµ ¾Ë¾Æ, ÁøÁöÇØ.",µ¿·æ
¾ß ÁøÁöÇØ.,"¾Ë¾Æ, ³ªµµ ÁøÁöÇØ.",µ¿·æ
¾ß ³ª ÁøÁöÇØ.,"³ªµµ ¾Ë¾Æ,  ÁøÁöÇØ.",µ¿·æ
¾ß ³ª ÁøÁöÇØ.,"³ªµµ ¾Ë¾Æ, ÁøÁöÇØ.",µ¿·æ
¾ß ³ª ÁøÁöÇØ.,"¾Ë¾Æ, ³ªµµ ÁøÁöÇØ.",µ¿·æ
¿Ö ¾Æ¹«µµ Àú¸¦ ÁÁ¾ÆÇÏÁö ¾Ê´Â °Ì´Ï±î?,"ÁÁ¾Æ? ´ö¼±¾Æ, ³Ê ¹°°í±¸¸¶°¡  ¹ã°í±¸¸¶°¡ ",µ¿·æ
¿Ö ¾Æ¹«µµ Àú¸¦ ÁÁ¾ÆÇÏÁö ¾Ê´Â °Ì´Ï±î?,"´ö¼±¾Æ, ³Ê ¹°°í±¸¸¶°¡ ¹ã°í±¸¸¶°¡ ÁÁ¾Æ? ÁÁ¾Æ?",µ¿·æ
¿Ö ¾Æ¹«µµ Àú¸¦ ÁÁ¾ÆÇÏÁö ¾Ê´Â °Ì´Ï±î?,"´ö¼±¾Æ, ¹°°í±¸¸¶°¡ ÁÁ¾Æ? ¹ã°í±¸¸¶°¡ ÁÁ¾Æ?",µ¿·æ
¿Ö ¾Æ¹«µµ Àú¸¦ ÁÁ¾ÆÇÏÁö ¾Ê´Â °Ì´Ï±î?,"´ö¼±¾Æ, ³Ê ¹°°í±¸¸¶°¡ ÁÁ¾Æ? ¹ã°í±¸¸¶°¡ ÁÁ¾Æ?",µ¿·æ
¿©ÀÚÄ£±¸µµ ¾ø´Âµ¥ ´©±¼ ÁÖ³Ä?,"ÁÁ¾Æ? ´ö¼±¾Æ, ³Ê ¹°°í±¸¸¶°¡  ¹ã°í±¸¸¶°¡ ",µ¿·æ
¿©ÀÚÄ£±¸µµ ¾ø´Âµ¥ ´©±¼ ÁÖ³Ä?,"´ö¼±¾Æ, ³Ê ¹°°í±¸¸¶°¡ ¹ã°í±¸¸¶°¡ ÁÁ¾Æ? ÁÁ¾Æ?",µ¿·æ
¿©ÀÚÄ£±¸µµ ¾ø´Âµ¥ ´©±¼ ÁÖ³Ä?,"´ö¼±¾Æ, ¹°°í±¸¸¶°¡ ÁÁ¾Æ? ¹ã°í±¸¸¶°¡ ÁÁ¾Æ?",µ¿·æ
¿©ÀÚÄ£±¸µµ ¾ø´Âµ¥ ´©±¼ ÁÖ³Ä?,"´ö¼±¾Æ, ³Ê ¹°°í±¸¸¶°¡ ÁÁ¾Æ? ¹ã°í±¸¸¶°¡ ÁÁ¾Æ?",µ¿·æ
"³Í ³ª¿¡ ´ëÇØ¼­ ¾Æ¹«°Íµµ ¸ô¶ó. ³ª ÁÁ¾ÆÇÏ´Â »ç¶÷ ÀÖ¾î. ±×¸®°í, °í¹éÇÒ °Çµ¥? °ð.","ÁÁ¾Æ? ´ö¼±¾Æ, ³Ê ¹°°í±¸¸¶°¡  ¹ã°í±¸¸¶°¡ ",µ¿·æ
"³Í ³ª¿¡ ´ëÇØ¼­ ¾Æ¹«°Íµµ ¸ô¶ó. ³ª ÁÁ¾ÆÇÏ´Â »ç¶÷ ÀÖ¾î. ±×¸®°í, °í¹éÇÒ °Çµ¥? °ð.","´ö¼±¾Æ, ³Ê ¹°°í±¸¸¶°¡ ¹ã°í±¸¸¶°¡ ÁÁ¾Æ? ÁÁ¾Æ?",µ¿·æ
"³Í ³ª¿¡ ´ëÇØ¼­ ¾Æ¹«°Íµµ ¸ô¶ó. ³ª ÁÁ¾ÆÇÏ´Â »ç¶÷ ÀÖ¾î. ±×¸®°í, °í¹éÇÒ °Çµ¥? °ð.","´ö¼±¾Æ, ¹°°í±¸¸¶°¡ ÁÁ¾Æ? ¹ã°í±¸¸¶°¡ ÁÁ¾Æ?",µ¿·æ
"³Í ³ª¿¡ ´ëÇØ¼­ ¾Æ¹«°Íµµ ¸ô¶ó. ³ª ÁÁ¾ÆÇÏ´Â »ç¶÷ ÀÖ¾î. ±×¸®°í, °í¹éÇÒ °Çµ¥? °ð.","´ö¼±¾Æ, ³Ê ¹°°í±¸¸¶°¡ ÁÁ¾Æ? ¹ã°í±¸¸¶°¡ ÁÁ¾Æ?",µ¿·æ
³¯ ¿Ö  ÁÁ¾ÆÇÏ´Â »ç¶÷Àº ¾ø¾î? ³­ »ç¶û¹ÞÀ» ÀÚ°ÝÀÌ ¾ø´Â ¿©ÀÚÀÎ°¡ºÁ.,"ÁÁ¾Æ? ´ö¼±¾Æ, ³Ê ¹°°í±¸¸¶°¡  ¹ã°í±¸¸¶°¡ ",µ¿·æ
³¯ ¿Ö  ÁÁ¾ÆÇÏ´Â »ç¶÷Àº ¾ø¾î? ³­ »ç¶û¹ÞÀ» ÀÚ°ÝÀÌ ¾ø´Â ¿©ÀÚÀÎ°¡ºÁ.,"´ö¼±¾Æ, ³Ê ¹°°í±¸¸¶°¡ ¹ã°í±¸¸¶°¡ ÁÁ¾Æ? ÁÁ¾Æ?",µ¿·æ
³¯ ¿Ö  ÁÁ¾ÆÇÏ´Â »ç¶÷Àº ¾ø¾î? ³­ »ç¶û¹ÞÀ» ÀÚ°ÝÀÌ ¾ø´Â ¿©ÀÚÀÎ°¡ºÁ.,"´ö¼±¾Æ, ¹°°í±¸¸¶°¡ ÁÁ¾Æ? ¹ã°í±¸¸¶°¡ ÁÁ¾Æ?",µ¿·æ
³¯ ¿Ö  ÁÁ¾ÆÇÏ´Â »ç¶÷Àº ¾ø¾î? ³­ »ç¶û¹ÞÀ» ÀÚ°ÝÀÌ ¾ø´Â ¿©ÀÚÀÎ°¡ºÁ.,"´ö¼±¾Æ, ³Ê ¹°°í±¸¸¶°¡ ÁÁ¾Æ? ¹ã°í±¸¸¶°¡ ÁÁ¾Æ?",µ¿·æ
¿Ö ³¯ »ç¶÷Àº ÁÁ¾ÆÇÏ´Â ¾ø¾î? ³­ »ç¶û¹ÞÀ» ÀÚ°ÝÀÌ ¾ø´Â ¿©ÀÚÀÎ°¡ºÁ.,"ÁÁ¾Æ? ´ö¼±¾Æ, ³Ê ¹°°í±¸¸¶°¡  ¹ã°í±¸¸¶°¡ ",µ¿·æ
¿Ö ³¯ »ç¶÷Àº ÁÁ¾ÆÇÏ´Â ¾ø¾î? ³­ »ç¶û¹ÞÀ» ÀÚ°ÝÀÌ ¾ø´Â ¿©ÀÚÀÎ°¡ºÁ.,"´ö¼±¾Æ, ³Ê ¹°°í±¸¸¶°¡ ¹ã°í±¸¸¶°¡ ÁÁ¾Æ? ÁÁ¾Æ?",µ¿·æ
¿Ö ³¯ »ç¶÷Àº ÁÁ¾ÆÇÏ´Â ¾ø¾î? ³­ »ç¶û¹ÞÀ» ÀÚ°ÝÀÌ ¾ø´Â ¿©ÀÚÀÎ°¡ºÁ.,"´ö¼±¾Æ, ¹°°í±¸¸¶°¡ ÁÁ¾Æ? ¹ã°í±¸¸¶°¡ ÁÁ¾Æ?",µ¿·æ
¿Ö ³¯ »ç¶÷Àº ÁÁ¾ÆÇÏ´Â ¾ø¾î? ³­ »ç¶û¹ÞÀ» ÀÚ°ÝÀÌ ¾ø´Â ¿©ÀÚÀÎ°¡ºÁ.,"´ö¼±¾Æ, ³Ê ¹°°í±¸¸¶°¡ ÁÁ¾Æ? ¹ã°í±¸¸¶°¡ ÁÁ¾Æ?",µ¿·æ
³¯ ÁÁ¾ÆÇÏ´Â »ç¶÷Àº ¾ø¾î? ³­ »ç¶û¹ÞÀ» ÀÚ°ÝÀÌ ¾ø´Â ¿©ÀÚÀÎ°¡ºÁ.,"ÁÁ¾Æ? ´ö¼±¾Æ, ³Ê ¹°°í±¸¸¶°¡  ¹ã°í±¸¸¶°¡ ",µ¿·æ
³¯ ÁÁ¾ÆÇÏ´Â »ç¶÷Àº ¾ø¾î? ³­ »ç¶û¹ÞÀ» ÀÚ°ÝÀÌ ¾ø´Â ¿©ÀÚÀÎ°¡ºÁ.,"´ö¼±¾Æ, ³Ê ¹°°í±¸¸¶°¡ ¹ã°í±¸¸¶°¡ ÁÁ¾Æ? ÁÁ¾Æ?",µ¿·æ
³¯ ÁÁ¾ÆÇÏ´Â »ç¶÷Àº ¾ø¾î? ³­ »ç¶û¹ÞÀ» ÀÚ°ÝÀÌ ¾ø´Â ¿©ÀÚÀÎ°¡ºÁ.,"´ö¼±¾Æ, ¹°°í±¸¸¶°¡ ÁÁ¾Æ? ¹ã°í±¸¸¶°¡ ÁÁ¾Æ?",µ¿·æ
³¯ ÁÁ¾ÆÇÏ´Â »ç¶÷Àº ¾ø¾î? ³­ »ç¶û¹ÞÀ» ÀÚ°ÝÀÌ ¾ø´Â ¿©ÀÚÀÎ°¡ºÁ.,"´ö¼±¾Æ, ³Ê ¹°°í±¸¸¶°¡ ÁÁ¾Æ? ¹ã°í±¸¸¶°¡ ÁÁ¾Æ?",µ¿·æ
¿Ö ³¯ ÁÁ¾ÆÇÏ´Â »ç¶÷Àº ¾ø¾î? ³­ »ç¶û¹ÞÀ» ÀÚ°ÝÀÌ ¾ø´Â ¿©ÀÚÀÎ°¡ºÁ.,"ÁÁ¾Æ? ´ö¼±¾Æ, ³Ê ¹°°í±¸¸¶°¡  ¹ã°í±¸¸¶°¡ ",µ¿·æ
¿Ö ³¯ ÁÁ¾ÆÇÏ´Â »ç¶÷Àº ¾ø¾î? ³­ »ç¶û¹ÞÀ» ÀÚ°ÝÀÌ ¾ø´Â ¿©ÀÚÀÎ°¡ºÁ.,"´ö¼±¾Æ, ³Ê ¹°°í±¸¸¶°¡ ¹ã°í±¸¸¶°¡ ÁÁ¾Æ? ÁÁ¾Æ?",µ¿·æ
¿Ö ³¯ ÁÁ¾ÆÇÏ´Â »ç¶÷Àº ¾ø¾î? ³­ »ç¶û¹ÞÀ» ÀÚ°ÝÀÌ ¾ø´Â ¿©ÀÚÀÎ°¡ºÁ.,"´ö¼±¾Æ, ¹°°í±¸¸¶°¡ ÁÁ¾Æ? ¹ã°í±¸¸¶°¡ ÁÁ¾Æ?",µ¿·æ
¿Ö ³¯ ÁÁ¾ÆÇÏ´Â »ç¶÷Àº ¾ø¾î? ³­ »ç¶û¹ÞÀ» ÀÚ°ÝÀÌ ¾ø´Â ¿©ÀÚÀÎ°¡ºÁ.,"´ö¼±¾Æ, ³Ê ¹°°í±¸¸¶°¡ ÁÁ¾Æ? ¹ã°í±¸¸¶°¡ ÁÁ¾Æ?",µ¿·æ
"´ö¼±¾Æ, ³Ê ¹°°í±¸¸¶°¡ ÁÁ¾Æ? ¹ã°í±¸¸¶°¡ ÁÁ¾Æ?",¹Ú³²Á¤ÀÌ ÀÌ¹®¼¼°¡ ÁÁ¾Æ?  ÁÁ¾Æ?,µ¿·æ
"´ö¼±¾Æ, ³Ê ¹°°í±¸¸¶°¡ ÁÁ¾Æ? ¹ã°í±¸¸¶°¡ ÁÁ¾Æ?",ÀÌ¹®¼¼°¡ ÁÁ¾Æ? ÁÁ¾Æ? ¹Ú³²Á¤ÀÌ,µ¿·æ
"´ö¼±¾Æ, ³Ê ¹°°í±¸¸¶°¡ ÁÁ¾Æ? ¹ã°í±¸¸¶°¡ ÁÁ¾Æ?",ÀÌ¹®¼¼°¡ ÁÁ¾Æ? ¹Ú³²Á¤ÀÌ ÁÁ¾Æ?,µ¿·æ
Á¤È¯¾Æ. °í±¸¸¶ ¹«¶ó.,¹Ú³²Á¤ÀÌ ÀÌ¹®¼¼°¡ ÁÁ¾Æ?  ÁÁ¾Æ?,µ¿·æ
Á¤È¯¾Æ. °í±¸¸¶ ¹«¶ó.,ÀÌ¹®¼¼°¡ ÁÁ¾Æ? ÁÁ¾Æ? ¹Ú³²Á¤ÀÌ,µ¿·æ
Á¤È¯¾Æ. °í±¸¸¶ ¹«¶ó.,ÀÌ¹®¼¼°¡ ÁÁ¾Æ? ¹Ú³²Á¤ÀÌ ÁÁ¾Æ?,µ¿·æ
»ç¹ß¸éÇÏ°í °°ÀÌ ¹«¶ó. ¾ó¸¶°í!?,¹Ú³²Á¤ÀÌ ÀÌ¹®¼¼°¡ ÁÁ¾Æ?  ÁÁ¾Æ?,µ¿·æ
»ç¹ß¸éÇÏ°í °°ÀÌ ¹«¶ó. ¾ó¸¶°í!?,ÀÌ¹®¼¼°¡ ÁÁ¾Æ? ÁÁ¾Æ? ¹Ú³²Á¤ÀÌ,µ¿·æ
»ç¹ß¸éÇÏ°í °°ÀÌ ¹«¶ó. ¾ó¸¶°í!?,ÀÌ¹®¼¼°¡ ÁÁ¾Æ? ¹Ú³²Á¤ÀÌ ÁÁ¾Æ?,µ¿·æ
¹°°í±¸¸¶.,¹Ú³²Á¤ÀÌ ÀÌ¹®¼¼°¡ ÁÁ¾Æ?  ÁÁ¾Æ?,µ¿·æ
¹°°í±¸¸¶.,ÀÌ¹®¼¼°¡ ÁÁ¾Æ? ÁÁ¾Æ? ¹Ú³²Á¤ÀÌ,µ¿·æ
¹°°í±¸¸¶.,ÀÌ¹®¼¼°¡ ÁÁ¾Æ? ¹Ú³²Á¤ÀÌ ÁÁ¾Æ?,µ¿·æ
¹°°í±¸¸¶.,¹Ú³²Á¤ÀÌ ÀÌ¹®¼¼°¡ ÁÁ¾Æ?  ÁÁ¾Æ?,µ¿·æ
¹°°í±¸¸¶.,ÀÌ¹®¼¼°¡ ÁÁ¾Æ? ÁÁ¾Æ? ¹Ú³²Á¤ÀÌ,µ¿·æ
¹°°í±¸¸¶.,ÀÌ¹®¼¼°¡ ÁÁ¾Æ? ¹Ú³²Á¤ÀÌ ÁÁ¾Æ?,µ¿·æ
±×·³! ÀÌ¹®¼¼!! ¸ÂÁö!?,ÁÁ¾Æ? ³»°¡ ÁÁ¾Æ ÅÃÀÌ°¡,µ¿·æ
±×·³! ÀÌ¹®¼¼!! ¸ÂÁö!?,³»°¡ ÁÁ¾Æ ÁÁ¾Æ? ÅÃÀÌ°¡,µ¿·æ
±×·³! ÀÌ¹®¼¼!! ¸ÂÁö!?,³»°¡ ÅÃÀÌ°¡ ÁÁ¾Æ?,µ¿·æ
±×·³! ÀÌ¹®¼¼!! ¸ÂÁö!?,³»°¡ ÁÁ¾Æ ÅÃÀÌ°¡ ÁÁ¾Æ?,µ¿·æ
.. °¡.. ³Ê ÀÌ¹®¼¼ ÁÁ¾ÆÇÑ´Ù¸ç.,ÁÁ¾Æ? ³»°¡ ÁÁ¾Æ ÅÃÀÌ°¡,µ¿·æ
.. °¡.. ³Ê ÀÌ¹®¼¼ ÁÁ¾ÆÇÑ´Ù¸ç.,³»°¡ ÁÁ¾Æ ÁÁ¾Æ? ÅÃÀÌ°¡,µ¿·æ
.. °¡.. ³Ê ÀÌ¹®¼¼ ÁÁ¾ÆÇÑ´Ù¸ç.,³»°¡ ÅÃÀÌ°¡ ÁÁ¾Æ?,µ¿·æ
.. °¡.. ³Ê ÀÌ¹®¼¼ ÁÁ¾ÆÇÑ´Ù¸ç.,³»°¡ ÁÁ¾Æ ÅÃÀÌ°¡ ÁÁ¾Æ?,µ¿·æ
¾ß ÀÌ¹®¼¼ ¹Û¿¡ ¾ø¾î!,ÁÁ¾Æ? ³»°¡ ÁÁ¾Æ ÅÃÀÌ°¡,µ¿·æ
¾ß ÀÌ¹®¼¼ ¹Û¿¡ ¾ø¾î!,³»°¡ ÁÁ¾Æ ÁÁ¾Æ? ÅÃÀÌ°¡,µ¿·æ
¾ß ÀÌ¹®¼¼ ¹Û¿¡ ¾ø¾î!,³»°¡ ÅÃÀÌ°¡ ÁÁ¾Æ?,µ¿·æ
¾ß ÀÌ¹®¼¼ ¹Û¿¡ ¾ø¾î!,³»°¡ ÁÁ¾Æ ÅÃÀÌ°¡ ÁÁ¾Æ?,µ¿·æ
ÀÌ¹®¼¼.,ÁÁ¾Æ? ³»°¡ ÁÁ¾Æ ÅÃÀÌ°¡,µ¿·æ
ÀÌ¹®¼¼.,³»°¡ ÁÁ¾Æ ÁÁ¾Æ? ÅÃÀÌ°¡,µ¿·æ
ÀÌ¹®¼¼.,³»°¡ ÅÃÀÌ°¡ ÁÁ¾Æ?,µ¿·æ
ÀÌ¹®¼¼.,³»°¡ ÁÁ¾Æ ÅÃÀÌ°¡ ÁÁ¾Æ?,µ¿·æ
ÀÌ¹®¼¼.,ÁÁ¾Æ? ³»°¡ ÁÁ¾Æ ÅÃÀÌ°¡,µ¿·æ
ÀÌ¹®¼¼.,³»°¡ ÁÁ¾Æ ÁÁ¾Æ? ÅÃÀÌ°¡,µ¿·æ
ÀÌ¹®¼¼.,³»°¡ ÅÃÀÌ°¡ ÁÁ¾Æ?,µ¿·æ
ÀÌ¹®¼¼.,³»°¡ ÁÁ¾Æ ÅÃÀÌ°¡ ÁÁ¾Æ?,µ¿·æ
ÅÃ¾Æ.,ÁøÂ¥ ¾ÆÀÌ  Â¥Áõ³ª... ³­ ½È¾î?,µ¿·æ
ÅÃ¾Æ.,¾ÆÀÌ ÁøÂ¥ Â¥Áõ³ª... ½È¾î? ³­,µ¿·æ
ÅÃ¾Æ.,ÁøÂ¥ Â¥Áõ³ª... ³­ ½È¾î?,µ¿·æ
ÅÃ¾Æ.,¾ÆÀÌ ÁøÂ¥ Â¥Áõ³ª... ³­ ½È¾î?,µ¿·æ
ÅÃ¾Æ.,ÁøÂ¥ ¾ÆÀÌ  Â¥Áõ³ª... ³­ ½È¾î?,µ¿·æ
ÅÃ¾Æ.,¾ÆÀÌ ÁøÂ¥ Â¥Áõ³ª... ½È¾î? ³­,µ¿·æ
ÅÃ¾Æ.,ÁøÂ¥ Â¥Áõ³ª... ³­ ½È¾î?,µ¿·æ
ÅÃ¾Æ.,¾ÆÀÌ ÁøÂ¥ Â¥Áõ³ª... ³­ ½È¾î?,µ¿·æ
´Ï°¡ ÅÃÀÌ°¡.,ÁøÂ¥ ¾ÆÀÌ  Â¥Áõ³ª... ³­ ½È¾î?,µ¿·æ
´Ï°¡ ÅÃÀÌ°¡.,¾ÆÀÌ ÁøÂ¥ Â¥Áõ³ª... ½È¾î? ³­,µ¿·æ
´Ï°¡ ÅÃÀÌ°¡.,ÁøÂ¥ Â¥Áõ³ª... ³­ ½È¾î?,µ¿·æ
´Ï°¡ ÅÃÀÌ°¡.,¾ÆÀÌ ÁøÂ¥ Â¥Áõ³ª... ³­ ½È¾î?,µ¿·æ
ÅÃÀÌ.,ÁøÂ¥ ¾ÆÀÌ  Â¥Áõ³ª... ³­ ½È¾î?,µ¿·æ
ÅÃÀÌ.,¾ÆÀÌ ÁøÂ¥ Â¥Áõ³ª... ½È¾î? ³­,µ¿·æ
ÅÃÀÌ.,ÁøÂ¥ Â¥Áõ³ª... ³­ ½È¾î?,µ¿·æ
ÅÃÀÌ.,¾ÆÀÌ ÁøÂ¥ Â¥Áõ³ª... ³­ ½È¾î?,µ¿·æ
ÅÃÀÌ.,ÁøÂ¥ ¾ÆÀÌ  Â¥Áõ³ª... ³­ ½È¾î?,µ¿·æ
ÅÃÀÌ.,¾ÆÀÌ ÁøÂ¥ Â¥Áõ³ª... ½È¾î? ³­,µ¿·æ
ÅÃÀÌ.,ÁøÂ¥ Â¥Áõ³ª... ³­ ½È¾î?,µ¿·æ
ÅÃÀÌ.,¾ÆÀÌ ÁøÂ¥ Â¥Áõ³ª... ³­ ½È¾î?,µ¿·æ
¾ÆÀ¯ ÅÃÀÌ´Â ÁÁ~°Ú´Ù,Á¤ÆÈÀÌ°¡ ±×·¸´Ù¸é  ÁÁ¾Æ? ¼±¿ì°¡ ÁÁ¾Æ?,µ¿·æ
¾ÆÀ¯ ÅÃÀÌ´Â ÁÁ~°Ú´Ù,±×·¸´Ù¸é ÁÁ¾Æ? Á¤ÆÈÀÌ°¡ ¼±¿ì°¡ ÁÁ¾Æ?,µ¿·æ
¾ÆÀ¯ ÅÃÀÌ´Â ÁÁ~°Ú´Ù,±×·¸´Ù¸é Á¤ÆÈÀÌ°¡ ÁÁ¾Æ? ¼±¿ì°¡ ÁÁ¾Æ?,µ¿·æ
ÀÀ. ÁÁ¾Æ. ±Ùµ¥ ÅÃ¾Æ.,Á¤ÆÈÀÌ°¡ ±×·¸´Ù¸é  ÁÁ¾Æ? ¼±¿ì°¡ ÁÁ¾Æ?,µ¿·æ
ÀÀ. ÁÁ¾Æ. ±Ùµ¥ ÅÃ¾Æ.,±×·¸´Ù¸é ÁÁ¾Æ? Á¤ÆÈÀÌ°¡ ¼±¿ì°¡ ÁÁ¾Æ?,µ¿·æ
ÀÀ. ÁÁ¾Æ. ±Ùµ¥ ÅÃ¾Æ.,±×·¸´Ù¸é Á¤ÆÈÀÌ°¡ ÁÁ¾Æ? ¼±¿ì°¡ ÁÁ¾Æ?,µ¿·æ
ÀÀ. ÁÁ¾Æ. ±Ùµ¥ ÅÃ¾Æ.,Á¤ÆÈÀÌ°¡ ±×·¸´Ù¸é  ÁÁ¾Æ? ¼±¿ì°¡ ÁÁ¾Æ?,µ¿·æ
ÀÀ. ÁÁ¾Æ. ±Ùµ¥ ÅÃ¾Æ.,±×·¸´Ù¸é ÁÁ¾Æ? Á¤ÆÈÀÌ°¡ ¼±¿ì°¡ ÁÁ¾Æ?,µ¿·æ
ÀÀ. ÁÁ¾Æ. ±Ùµ¥ ÅÃ¾Æ.,±×·¸´Ù¸é Á¤ÆÈÀÌ°¡ ÁÁ¾Æ? ¼±¿ì°¡ ÁÁ¾Æ?,µ¿·æ
´õ À½...±×·¡µµ ÅÃÀÌ°¡  ÁÁ¾Æ.,Á¤ÆÈÀÌ°¡ ±×·¸´Ù¸é  ÁÁ¾Æ? ¼±¿ì°¡ ÁÁ¾Æ?,µ¿·æ
´õ À½...±×·¡µµ ÅÃÀÌ°¡  ÁÁ¾Æ.,±×·¸´Ù¸é ÁÁ¾Æ? Á¤ÆÈÀÌ°¡ ¼±¿ì°¡ ÁÁ¾Æ?,µ¿·æ
´õ À½...±×·¡µµ ÅÃÀÌ°¡  ÁÁ¾Æ.,±×·¸´Ù¸é Á¤ÆÈÀÌ°¡ ÁÁ¾Æ? ¼±¿ì°¡ ÁÁ¾Æ?,µ¿·æ
À½...±×·¡µµ ÅÃÀÌ°¡ ÁÁ¾Æ. ´õ,Á¤ÆÈÀÌ°¡ ±×·¸´Ù¸é  ÁÁ¾Æ? ¼±¿ì°¡ ÁÁ¾Æ?,µ¿·æ
À½...±×·¡µµ ÅÃÀÌ°¡ ÁÁ¾Æ. ´õ,±×·¸´Ù¸é ÁÁ¾Æ? Á¤ÆÈÀÌ°¡ ¼±¿ì°¡ ÁÁ¾Æ?,µ¿·æ
À½...±×·¡µµ ÅÃÀÌ°¡ ÁÁ¾Æ. ´õ,±×·¸´Ù¸é Á¤ÆÈÀÌ°¡ ÁÁ¾Æ? ¼±¿ì°¡ ÁÁ¾Æ?,µ¿·æ
À½...±×·¡µµ ÅÃÀÌ°¡ ´õ ÁÁ¾Æ.,Á¤ÆÈÀÌ°¡ ±×·¸´Ù¸é  ÁÁ¾Æ? ¼±¿ì°¡ ÁÁ¾Æ?,µ¿·æ
À½...±×·¡µµ ÅÃÀÌ°¡ ´õ ÁÁ¾Æ.,±×·¸´Ù¸é ÁÁ¾Æ? Á¤ÆÈÀÌ°¡ ¼±¿ì°¡ ÁÁ¾Æ?,µ¿·æ
À½...±×·¡µµ ÅÃÀÌ°¡ ´õ ÁÁ¾Æ.,±×·¸´Ù¸é Á¤ÆÈÀÌ°¡ ÁÁ¾Æ? ¼±¿ì°¡ ÁÁ¾Æ?,µ¿·æ
µµ´ëÃ¼ ¿Ö ±×·¯´Âµ¥ ´Ï,"¾î¶°³Ä°í. ´ö¼±¾Æ, ³Í  ´Ù¸¥ »ç¶÷ÀÌ ÁÁ¾ÆÇÏ´Â °Å ¸»°í. ³Ê. ´Ï°¡ ÁÁ¾ÆÇÏ´Â »ç¶÷Àº ´©±¸³Ä°í. ¾Æ´Ï °í±¸¸¶ ÃëÇâÀº ±×·¸°Ô ºÐ¸íÇÑ ¾Ö°¡. ¹¹ ÁÁ¾ÆÇÏ´Â »ç¶÷ ÃëÇâ °°Àº °Ç ¾ø³Ä? ´ö¼±, ¾Æ´Ï ¼ö¿¬¾Æ. ³²ÀÌ ³Î ÁÁ¾ÆÇÏ´Â °É ¸»°í, ´Ï°¡ ´©±¼ ÁÁ¾ÆÇÒ ¼öµµ ÀÖ´Â °Å¾ß ±×Ä¡? ¾îÈÞ.. ¿äÁò ¾ÖµéÀº ±ÙÀÇ °ø½Ä¸¸ ¾Ë°í ÀÎ»ýÀº ¸ô¶ó¿ä. ±Ùµ¥ ³Í ±ÙÀÇ °ø½Äµµ ¸ð¸£°í, ÀÎ»ýµµ ¸ð¸£°í ¾Æ´Â°Ô ¹¹¾ß? ¹¹¾ß ³Ê? ¾ÆÀ¯ Âü. ÀÏ¾î³ª ¾ó¸¥.",µ¿·æ
µµ´ëÃ¼ ¿Ö ±×·¯´Âµ¥ ´Ï,"´ö¼±¾Æ, ³Í ¾î¶°³Ä°í. ´Ù¸¥ »ç¶÷ÀÌ ÁÁ¾ÆÇÏ´Â °Å ¸»°í. ³Ê. ´Ï°¡ ÁÁ¾ÆÇÏ´Â »ç¶÷Àº ´©±¸³Ä°í. ¾Æ´Ï °í±¸¸¶ ±×·¸°Ô ÃëÇâÀº ºÐ¸íÇÑ ¾Ö°¡. ¹¹ ÁÁ¾ÆÇÏ´Â »ç¶÷ ÃëÇâ °°Àº °Ç ¾ø³Ä? ´ö¼±, ¾Æ´Ï ¼ö¿¬¾Æ. ³²ÀÌ ³Î ÁÁ¾ÆÇÏ´Â °É ¸»°í, ´Ï°¡ ´©±¼ ÁÁ¾ÆÇÒ ¼öµµ ÀÖ´Â °Å¾ß ±×Ä¡? ¾îÈÞ.. ¿äÁò ¾ÖµéÀº ±ÙÀÇ °ø½Ä¸¸ ¾Ë°í ÀÎ»ýÀº ¸ô¶ó¿ä. ±Ùµ¥ ³Í ±ÙÀÇ °ø½Äµµ ¸ð¸£°í, ÀÎ»ýµµ ¸ð¸£°í ¾Æ´Â°Ô ¹¹¾ß? ¹¹¾ß ³Ê? ¾ÆÀ¯ Âü. ÀÏ¾î³ª ¾ó¸¥.",µ¿·æ
