Q,A,role
어떡할라 그래.. 진짜 배 안 고파? 엄마가 라면이라도 하나 끓여줘?!,"예, 라면!!! 좋죠!! 라면..!!!",정환
어떡할라 그래.. 진짜 배 안 고파? 엄마가 라면이라도 하나 끓여줘?!,"예, 좋죠!!  라면!!!  라면..!!!",정환
야. 근데 니기 형 갑자기 이거 왜 하는 거냐!?,모아. .. 우리 형 요새 LP,정환
야. 근데 니기 형 갑자기 이거 왜 하는 거냐!?,.. 우리 요새 형 LP 모아.,정환
야. 근데 니기 형 갑자기 이거 왜 하는 거냐!?,.. 형 요새 LP 모아.,정환
야. 근데 니기 형 갑자기 이거 왜 하는 거냐!?,.. 우리 형 요새 LP 모아.,정환
얘가 왜이래!,모아. .. 우리 형 요새 LP,정환
얘가 왜이래!,.. 우리 요새 형 LP 모아.,정환
얘가 왜이래!,.. 형 요새 LP 모아.,정환
얘가 왜이래!,.. 우리 형 요새 LP 모아.,정환
도대체 왜 그러는데 니,모아. .. 우리 형 요새 LP,정환
도대체 왜 그러는데 니,.. 우리 요새 형 LP 모아.,정환
도대체 왜 그러는데 니,.. 형 요새 LP 모아.,정환
도대체 왜 그러는데 니,.. 우리 형 요새 LP 모아.,정환
거냐!?  야. 근데 니기 형 갑자기 이거 왜 하는,모아. .. 우리 형 요새 LP,정환
거냐!?  야. 근데 니기 형 갑자기 이거 왜 하는,.. 우리 요새 형 LP 모아.,정환
거냐!?  야. 근데 니기 형 갑자기 이거 왜 하는,.. 형 요새 LP 모아.,정환
거냐!?  야. 근데 니기 형 갑자기 이거 왜 하는,.. 우리 형 요새 LP 모아.,정환
야. 근데 니기 형 갑자기 이거 하는 왜 거냐!?,모아. .. 우리 형 요새 LP,정환
야. 근데 니기 형 갑자기 이거 하는 왜 거냐!?,.. 우리 요새 형 LP 모아.,정환
야. 근데 니기 형 갑자기 이거 하는 왜 거냐!?,.. 형 요새 LP 모아.,정환
야. 근데 니기 형 갑자기 이거 하는 왜 거냐!?,.. 우리 형 요새 LP 모아.,정환
야. 근데 니기 형 갑자기 이거 하는 거냐!?,모아. .. 우리 형 요새 LP,정환
야. 근데 니기 형 갑자기 이거 하는 거냐!?,.. 우리 요새 형 LP 모아.,정환
야. 근데 니기 형 갑자기 이거 하는 거냐!?,.. 형 요새 LP 모아.,정환
야. 근데 니기 형 갑자기 이거 하는 거냐!?,.. 우리 형 요새 LP 모아.,정환
야. 근데 니기 형 갑자기 이거 왜 하는 거냐!?,모아. .. 우리 형 요새 LP,정환
야. 근데 니기 형 갑자기 이거 왜 하는 거냐!?,.. 우리 요새 형 LP 모아.,정환
야. 근데 니기 형 갑자기 이거 왜 하는 거냐!?,.. 형 요새 LP 모아.,정환
야. 근데 니기 형 갑자기 이거 왜 하는 거냐!?,.. 우리 형 요새 LP 모아.,정환
어떡해요? 저 못하는데,"모으는데,  대학가요제 LP  4회만 없어.",정환
어떡해요? 저 못하는데,"LP 대학가요제 모으는데, 4회만 없어.",정환
어떡해요? 저 못하는데," 대학가요제 LP 모으는데, 4회만 없어.",정환
아.. 정팔아 근데 나 진짜 한 발짝도 못 걷겠는데 어떡해..,"모으는데,  대학가요제 LP  4회만 없어.",정환
아.. 정팔아 근데 나 진짜 한 발짝도 못 걷겠는데 어떡해..,"LP 대학가요제 모으는데, 4회만 없어.",정환
아.. 정팔아 근데 나 진짜 한 발짝도 못 걷겠는데 어떡해..," 대학가요제 LP 모으는데, 4회만 없어.",정환
"에휴, 니들은 진짜 나 없으면 어떡하냐..","모으는데,  대학가요제 LP  4회만 없어.",정환
"에휴, 니들은 진짜 나 없으면 어떡하냐..","LP 대학가요제 모으는데, 4회만 없어.",정환
"에휴, 니들은 진짜 나 없으면 어떡하냐.."," 대학가요제 LP 모으는데, 4회만 없어.",정환
"혼자 이걸 내가  힘으론 도저히 가질 방법이 없어가지구.., 어떡한다.","모으는데,  대학가요제 LP  4회만 없어.",정환
"혼자 이걸 내가  힘으론 도저히 가질 방법이 없어가지구.., 어떡한다.","LP 대학가요제 모으는데, 4회만 없어.",정환
"혼자 이걸 내가  힘으론 도저히 가질 방법이 없어가지구.., 어떡한다."," 대학가요제 LP 모으는데, 4회만 없어.",정환
"이걸 내가 혼자 도저히 힘으론 가질 방법이 없어가지구.., 어떡한다.","모으는데,  대학가요제 LP  4회만 없어.",정환
"이걸 내가 혼자 도저히 힘으론 가질 방법이 없어가지구.., 어떡한다.","LP 대학가요제 모으는데, 4회만 없어.",정환
"이걸 내가 혼자 도저히 힘으론 가질 방법이 없어가지구.., 어떡한다."," 대학가요제 LP 모으는데, 4회만 없어.",정환
"이걸 내가 힘으론 도저히 가질 방법이 없어가지구.., 어떡한다.","모으는데,  대학가요제 LP  4회만 없어.",정환
"이걸 내가 힘으론 도저히 가질 방법이 없어가지구.., 어떡한다.","LP 대학가요제 모으는데, 4회만 없어.",정환
"이걸 내가 힘으론 도저히 가질 방법이 없어가지구.., 어떡한다."," 대학가요제 LP 모으는데, 4회만 없어.",정환
"이걸 내가 혼자 힘으론 도저히 가질 방법이 없어가지구.., 어떡한다.","모으는데,  대학가요제 LP  4회만 없어.",정환
"이걸 내가 혼자 힘으론 도저히 가질 방법이 없어가지구.., 어떡한다.","LP 대학가요제 모으는데, 4회만 없어.",정환
"이걸 내가 혼자 힘으론 도저히 가질 방법이 없어가지구.., 어떡한다."," 대학가요제 LP 모으는데, 4회만 없어.",정환
돈 많은 게 좋은 거야.. 알어?,한 엄마가  장만 더 사면 죽여 버린대.시험 발표 날 때까지 우리 형 용돈 없어. 거지야.,정환
돈 많은 게 좋은 거야.. 알어?,엄마가 한 장만 더 사면 죽여 버린대.시험 발표 날 때까지 우리 형 없어. 용돈 거지야.,정환
돈 많은 게 좋은 거야.. 알어?,엄마가 한 장만 더 사면 죽여 버린대.시험 발표 날 때까지 형 용돈 없어. 거지야.,정환
돈 많은 게 좋은 거야.. 알어?,엄마가 한 장만 더 사면 죽여 버린대.시험 발표 날 때까지 우리 형 용돈 없어. 거지야.,정환
아 그리고 도롱뇽 집도.,한 엄마가  장만 더 사면 죽여 버린대.시험 발표 날 때까지 우리 형 용돈 없어. 거지야.,정환
아 그리고 도롱뇽 집도.,엄마가 한 장만 더 사면 죽여 버린대.시험 발표 날 때까지 우리 형 없어. 용돈 거지야.,정환
아 그리고 도롱뇽 집도.,엄마가 한 장만 더 사면 죽여 버린대.시험 발표 날 때까지 형 용돈 없어. 거지야.,정환
아 그리고 도롱뇽 집도.,엄마가 한 장만 더 사면 죽여 버린대.시험 발표 날 때까지 우리 형 용돈 없어. 거지야.,정환
니네 집 가서 먹어. 집도 잘 살면서.,한 엄마가  장만 더 사면 죽여 버린대.시험 발표 날 때까지 우리 형 용돈 없어. 거지야.,정환
니네 집 가서 먹어. 집도 잘 살면서.,엄마가 한 장만 더 사면 죽여 버린대.시험 발표 날 때까지 우리 형 없어. 용돈 거지야.,정환
니네 집 가서 먹어. 집도 잘 살면서.,엄마가 한 장만 더 사면 죽여 버린대.시험 발표 날 때까지 형 용돈 없어. 거지야.,정환
니네 집 가서 먹어. 집도 잘 살면서.,엄마가 한 장만 더 사면 죽여 버린대.시험 발표 날 때까지 우리 형 용돈 없어. 거지야.,정환
집 니네  돈 많잖아.,한 엄마가  장만 더 사면 죽여 버린대.시험 발표 날 때까지 우리 형 용돈 없어. 거지야.,정환
집 니네  돈 많잖아.,엄마가 한 장만 더 사면 죽여 버린대.시험 발표 날 때까지 우리 형 없어. 용돈 거지야.,정환
집 니네  돈 많잖아.,엄마가 한 장만 더 사면 죽여 버린대.시험 발표 날 때까지 형 용돈 없어. 거지야.,정환
집 니네  돈 많잖아.,엄마가 한 장만 더 사면 죽여 버린대.시험 발표 날 때까지 우리 형 용돈 없어. 거지야.,정환
니네 돈 집 많잖아.,한 엄마가  장만 더 사면 죽여 버린대.시험 발표 날 때까지 우리 형 용돈 없어. 거지야.,정환
니네 돈 집 많잖아.,엄마가 한 장만 더 사면 죽여 버린대.시험 발표 날 때까지 우리 형 없어. 용돈 거지야.,정환
니네 돈 집 많잖아.,엄마가 한 장만 더 사면 죽여 버린대.시험 발표 날 때까지 형 용돈 없어. 거지야.,정환
니네 돈 집 많잖아.,엄마가 한 장만 더 사면 죽여 버린대.시험 발표 날 때까지 우리 형 용돈 없어. 거지야.,정환
니네 집 돈 많잖아.,한 엄마가  장만 더 사면 죽여 버린대.시험 발표 날 때까지 우리 형 용돈 없어. 거지야.,정환
니네 집 돈 많잖아.,엄마가 한 장만 더 사면 죽여 버린대.시험 발표 날 때까지 우리 형 없어. 용돈 거지야.,정환
니네 집 돈 많잖아.,엄마가 한 장만 더 사면 죽여 버린대.시험 발표 날 때까지 형 용돈 없어. 거지야.,정환
니네 집 돈 많잖아.,엄마가 한 장만 더 사면 죽여 버린대.시험 발표 날 때까지 우리 형 용돈 없어. 거지야.,정환
"가라, 택.",가.,정환
"가라, 택.",가.,정환
자. 택아.,가.,정환
자. 택아.,가.,정환
"택아, 빨리 가!",가.,정환
"택아, 빨리 가!",가.,정환
"택. 가라, ",가.,정환
"택. 가라, ",가.,정환
"택. 가라,",가.,정환
"택. 가라,",가.,정환
"가라, 택.",가.,정환
"가라, 택.",가.,정환
우리 집 반상회 하네. 노래하는 거 보니까 거의 다 끝나간다.,방에.  가자. 택이  라면이나 먹으러.너한테 할 얘기도 있고.,정환
우리 집 반상회 하네. 노래하는 거 보니까 거의 다 끝나간다.,가자. 방에. 택이 라면이나 먹으러.너한테 할 얘기도 있고.,정환
우리 집 반상회 하네. 노래하는 거 보니까 거의 다 끝나간다.,가자. 택이 방에. 라면이나 먹으러.너한테 할 얘기도 있고.,정환
근데 이제 반상회 다 끝났겠지..?,방에.  가자. 택이  라면이나 먹으러.너한테 할 얘기도 있고.,정환
근데 이제 반상회 다 끝났겠지..?,가자. 방에. 택이 라면이나 먹으러.너한테 할 얘기도 있고.,정환
근데 이제 반상회 다 끝났겠지..?,가자. 택이 방에. 라면이나 먹으러.너한테 할 얘기도 있고.,정환
"..  냉장고에 있는 거, 다 때려 넣었어.우리 집 스타일이야. 우리 형이 이렇게 먹어.",방에.  가자. 택이  라면이나 먹으러.너한테 할 얘기도 있고.,정환
"..  냉장고에 있는 거, 다 때려 넣었어.우리 집 스타일이야. 우리 형이 이렇게 먹어.",가자. 방에. 택이 라면이나 먹으러.너한테 할 얘기도 있고.,정환
"..  냉장고에 있는 거, 다 때려 넣었어.우리 집 스타일이야. 우리 형이 이렇게 먹어.",가자. 택이 방에. 라면이나 먹으러.너한테 할 얘기도 있고.,정환
반상회 우리 집  하네. 노래하는 거 보니까 거의 다 끝나간다.,방에.  가자. 택이  라면이나 먹으러.너한테 할 얘기도 있고.,정환
반상회 우리 집  하네. 노래하는 거 보니까 거의 다 끝나간다.,가자. 방에. 택이 라면이나 먹으러.너한테 할 얘기도 있고.,정환
반상회 우리 집  하네. 노래하는 거 보니까 거의 다 끝나간다.,가자. 택이 방에. 라면이나 먹으러.너한테 할 얘기도 있고.,정환
집 우리 반상회 하네. 노래하는 거 보니까 거의 다 끝나간다.,방에.  가자. 택이  라면이나 먹으러.너한테 할 얘기도 있고.,정환
집 우리 반상회 하네. 노래하는 거 보니까 거의 다 끝나간다.,가자. 방에. 택이 라면이나 먹으러.너한테 할 얘기도 있고.,정환
집 우리 반상회 하네. 노래하는 거 보니까 거의 다 끝나간다.,가자. 택이 방에. 라면이나 먹으러.너한테 할 얘기도 있고.,정환
우리 집 반상회 하네. 노래하는 거 보니까 다 끝나간다.,방에.  가자. 택이  라면이나 먹으러.너한테 할 얘기도 있고.,정환
우리 집 반상회 하네. 노래하는 거 보니까 다 끝나간다.,가자. 방에. 택이 라면이나 먹으러.너한테 할 얘기도 있고.,정환
우리 집 반상회 하네. 노래하는 거 보니까 다 끝나간다.,가자. 택이 방에. 라면이나 먹으러.너한테 할 얘기도 있고.,정환
우리 집 반상회 하네. 노래하는 거 보니까 거의 다 끝나간다.,방에.  가자. 택이  라면이나 먹으러.너한테 할 얘기도 있고.,정환
우리 집 반상회 하네. 노래하는 거 보니까 거의 다 끝나간다.,가자. 방에. 택이 라면이나 먹으러.너한테 할 얘기도 있고.,정환
우리 집 반상회 하네. 노래하는 거 보니까 거의 다 끝나간다.,가자. 택이 방에. 라면이나 먹으러.너한테 할 얘기도 있고.,정환
독서실 갈 건데? 오늘까지 물리 다 끝내야 돼.,해.  그거 니가 정한 거잖아.내일,정환
독서실 갈 건데? 오늘까지 물리 다 끝내야 돼.,그거 정한 니가 거잖아.내일 해.,정환
독서실 갈 건데? 오늘까지 물리 다 끝내야 돼.,그거 니가 정한 거잖아.내일 해.,정환
독서실 코앞인데 뭐. 12시 전엔 올 거야. 나 간다.,해.  그거 니가 정한 거잖아.내일,정환
독서실 코앞인데 뭐. 12시 전엔 올 거야. 나 간다.,그거 정한 니가 거잖아.내일 해.,정환
독서실 코앞인데 뭐. 12시 전엔 올 거야. 나 간다.,그거 니가 정한 거잖아.내일 해.,정환
저 독서실 가요.,해.  그거 니가 정한 거잖아.내일,정환
저 독서실 가요.,그거 정한 니가 거잖아.내일 해.,정환
저 독서실 가요.,그거 니가 정한 거잖아.내일 해.,정환
건데? 독서실 갈  오늘까지 물리 다 끝내야 돼.,해.  그거 니가 정한 거잖아.내일,정환
건데? 독서실 갈  오늘까지 물리 다 끝내야 돼.,그거 정한 니가 거잖아.내일 해.,정환
건데? 독서실 갈  오늘까지 물리 다 끝내야 돼.,그거 니가 정한 거잖아.내일 해.,정환
독서실 갈 오늘까지 건데? 물리 다 끝내야 돼.,해.  그거 니가 정한 거잖아.내일,정환
독서실 갈 오늘까지 건데? 물리 다 끝내야 돼.,그거 정한 니가 거잖아.내일 해.,정환
독서실 갈 오늘까지 건데? 물리 다 끝내야 돼.,그거 니가 정한 거잖아.내일 해.,정환
독서실 갈 건데? 오늘까지 물리 다 끝내야 돼.,해.  그거 니가 정한 거잖아.내일,정환
독서실 갈 건데? 오늘까지 물리 다 끝내야 돼.,그거 정한 니가 거잖아.내일 해.,정환
독서실 갈 건데? 오늘까지 물리 다 끝내야 돼.,그거 니가 정한 거잖아.내일 해.,정환
먹어.,새끼.  이럴 때 보면 완전 범죄인이야. 알 수 없는,정환
먹어.,이럴 때 보면 완전 범죄인이야. 수 알 없는 새끼.,정환
먹어.,이럴 보면 완전 범죄인이야. 알 수 없는 새끼.,정환
먹어.,이럴 때 보면 완전 범죄인이야. 알 수 없는 새끼.,정환
내 거 먹어.,새끼.  이럴 때 보면 완전 범죄인이야. 알 수 없는,정환
내 거 먹어.,이럴 때 보면 완전 범죄인이야. 수 알 없는 새끼.,정환
내 거 먹어.,이럴 보면 완전 범죄인이야. 알 수 없는 새끼.,정환
내 거 먹어.,이럴 때 보면 완전 범죄인이야. 알 수 없는 새끼.,정환
내 거 먹어.,새끼.  이럴 때 보면 완전 범죄인이야. 알 수 없는,정환
내 거 먹어.,이럴 때 보면 완전 범죄인이야. 수 알 없는 새끼.,정환
내 거 먹어.,이럴 보면 완전 범죄인이야. 알 수 없는 새끼.,정환
내 거 먹어.,이럴 때 보면 완전 범죄인이야. 알 수 없는 새끼.,정환
먹어.,새끼.  이럴 때 보면 완전 범죄인이야. 알 수 없는,정환
먹어.,이럴 때 보면 완전 범죄인이야. 수 알 없는 새끼.,정환
먹어.,이럴 보면 완전 범죄인이야. 알 수 없는 새끼.,정환
먹어.,이럴 때 보면 완전 범죄인이야. 알 수 없는 새끼.,정환
먹어.,새끼.  이럴 때 보면 완전 범죄인이야. 알 수 없는,정환
먹어.,이럴 때 보면 완전 범죄인이야. 수 알 없는 새끼.,정환
먹어.,이럴 보면 완전 범죄인이야. 알 수 없는 새끼.,정환
먹어.,이럴 때 보면 완전 범죄인이야. 알 수 없는 새끼.,정환
"아, 뭐..왜 또 시비야.. 어?",보라  ... 너  누나 좋아하지?,정환
"아, 뭐..왜 또 시비야.. 어?",... 보라 너 누나 좋아하지?,정환
"아, 뭐..왜 또 시비야.. 어?",... 보라 누나 좋아하지?,정환
"아, 뭐..왜 또 시비야.. 어?",... 너 보라 누나 좋아하지?,정환
"이건 왜 그러는데, 니 싸웠나?",보라  ... 너  누나 좋아하지?,정환
"이건 왜 그러는데, 니 싸웠나?",... 보라 너 누나 좋아하지?,정환
"이건 왜 그러는데, 니 싸웠나?",... 보라 누나 좋아하지?,정환
"이건 왜 그러는데, 니 싸웠나?",... 너 보라 누나 좋아하지?,정환
왜 이래? 왜 발끈하는데? 누가 너래?,보라  ... 너  누나 좋아하지?,정환
왜 이래? 왜 발끈하는데? 누가 너래?,... 보라 너 누나 좋아하지?,정환
왜 이래? 왜 발끈하는데? 누가 너래?,... 보라 누나 좋아하지?,정환
왜 이래? 왜 발끈하는데? 누가 너래?,... 너 보라 누나 좋아하지?,정환
시비야.. 왜 또  어?,보라  ... 너  누나 좋아하지?,정환
시비야.. 왜 또  어?,... 보라 너 누나 좋아하지?,정환
시비야.. 왜 또  어?,... 보라 누나 좋아하지?,정환
시비야.. 왜 또  어?,... 너 보라 누나 좋아하지?,정환
왜 시비야.. 또 어?,보라  ... 너  누나 좋아하지?,정환
왜 시비야.. 또 어?,... 보라 너 누나 좋아하지?,정환
왜 시비야.. 또 어?,... 보라 누나 좋아하지?,정환
왜 시비야.. 또 어?,... 너 보라 누나 좋아하지?,정환
왜 시비야.. 어?,보라  ... 너  누나 좋아하지?,정환
왜 시비야.. 어?,... 보라 너 누나 좋아하지?,정환
왜 시비야.. 어?,... 보라 누나 좋아하지?,정환
왜 시비야.. 어?,... 너 보라 누나 좋아하지?,정환
왜 또 시비야.. 어?,보라  ... 너  누나 좋아하지?,정환
왜 또 시비야.. 어?,... 보라 너 누나 좋아하지?,정환
왜 또 시비야.. 어?,... 보라 누나 좋아하지?,정환
왜 또 시비야.. 어?,... 너 보라 누나 좋아하지?,정환
..!!...,우연히. 들었다.,정환
..!!...,우연히. 들었다.,정환
..!!...,들었다. 우연히.,정환
..!!...,우연히. 들었다.,정환
..!!...,우연히. 들었다.,정환
..!!...,들었다. 우연히.,정환
..!!...,우연히. 들었다.,정환
..!!...,우연히. 들었다.,정환
..!!...,들었다. 우연히.,정환
..!!...,우연히. 들었다.,정환
..!!...,우연히. 들었다.,정환
..!!...,들었다. 우연히.,정환
..!!...,우연히. 들었다.,정환
..!!...,우연히. 들었다.,정환
..!!...,들었다. 우연히.,정환
.. 그래..?.. 언제..?,오는 눈  날. 대문 뒤에서.,정환
.. 그래..?.. 언제..?,눈 오는 날. 뒤에서. 대문,정환
.. 그래..?.. 언제..?,눈 오는 날. 대문 뒤에서.,정환
네? 언제요?,오는 눈  날. 대문 뒤에서.,정환
네? 언제요?,눈 오는 날. 뒤에서. 대문,정환
네? 언제요?,눈 오는 날. 대문 뒤에서.,정환
내가? 언제?,오는 눈  날. 대문 뒤에서.,정환
내가? 언제?,눈 오는 날. 뒤에서. 대문,정환
내가? 언제?,눈 오는 날. 대문 뒤에서.,정환
언제..? ..,오는 눈  날. 대문 뒤에서.,정환
언제..? ..,눈 오는 날. 뒤에서. 대문,정환
언제..? ..,눈 오는 날. 대문 뒤에서.,정환
언제..? ..,오는 눈  날. 대문 뒤에서.,정환
언제..? ..,눈 오는 날. 뒤에서. 대문,정환
언제..? ..,눈 오는 날. 대문 뒤에서.,정환
.. 언제..?,오는 눈  날. 대문 뒤에서.,정환
.. 언제..?,눈 오는 날. 뒤에서. 대문,정환
.. 언제..?,눈 오는 날. 대문 뒤에서.,정환
비밀이다..?,"아무한테도 당연하지, 새끼야..  말 안 해.. 난 당연히 덕선인 줄 알았는데.",정환
비밀이다..?,"당연하지, 새끼야.. 아무한테도 말 안 해.. 난 덕선인 당연히 줄 알았는데.",정환
비밀이다..?,"당연하지, 새끼야.. 아무한테도 말 안 해.. 난 당연히 덕선인 줄 알았는데.",정환
비밀이다?,"아무한테도 당연하지, 새끼야..  말 안 해.. 난 당연히 덕선인 줄 알았는데.",정환
비밀이다?,"당연하지, 새끼야.. 아무한테도 말 안 해.. 난 덕선인 당연히 줄 알았는데.",정환
비밀이다?,"당연하지, 새끼야.. 아무한테도 말 안 해.. 난 당연히 덕선인 줄 알았는데.",정환
비밀이다!,"아무한테도 당연하지, 새끼야..  말 안 해.. 난 당연히 덕선인 줄 알았는데.",정환
비밀이다!,"당연하지, 새끼야.. 아무한테도 말 안 해.. 난 덕선인 당연히 줄 알았는데.",정환
비밀이다!,"당연하지, 새끼야.. 아무한테도 말 안 해.. 난 당연히 덕선인 줄 알았는데.",정환
비밀이다..?,"아무한테도 당연하지, 새끼야..  말 안 해.. 난 당연히 덕선인 줄 알았는데.",정환
비밀이다..?,"당연하지, 새끼야.. 아무한테도 말 안 해.. 난 덕선인 당연히 줄 알았는데.",정환
비밀이다..?,"당연하지, 새끼야.. 아무한테도 말 안 해.. 난 당연히 덕선인 줄 알았는데.",정환
비밀이다..?,"아무한테도 당연하지, 새끼야..  말 안 해.. 난 당연히 덕선인 줄 알았는데.",정환
비밀이다..?,"당연하지, 새끼야.. 아무한테도 말 안 해.. 난 덕선인 당연히 줄 알았는데.",정환
비밀이다..?,"당연하지, 새끼야.. 아무한테도 말 안 해.. 난 당연히 덕선인 줄 알았는데.",정환
왜 당연히 덕선이야?,더 덕선이가  이쁘잖아.,정환
왜 당연히 덕선이야?,더 덕선이가 이쁘잖아.,정환
왜 당연히 덕선이야?,덕선이가 더 이쁘잖아.,정환
야!!!덕선		 뭐!?,더 덕선이가  이쁘잖아.,정환
야!!!덕선		 뭐!?,더 덕선이가 이쁘잖아.,정환
야!!!덕선		 뭐!?,덕선이가 더 이쁘잖아.,정환
야!!!덕선		 뭐!?,더 덕선이가  이쁘잖아.,정환
야!!!덕선		 뭐!?,더 덕선이가 이쁘잖아.,정환
야!!!덕선		 뭐!?,덕선이가 더 이쁘잖아.,정환
덕선이야?  왜 당연히,더 덕선이가  이쁘잖아.,정환
덕선이야?  왜 당연히,더 덕선이가 이쁘잖아.,정환
덕선이야?  왜 당연히,덕선이가 더 이쁘잖아.,정환
왜 덕선이야? 당연히,더 덕선이가  이쁘잖아.,정환
왜 덕선이야? 당연히,더 덕선이가 이쁘잖아.,정환
왜 덕선이야? 당연히,덕선이가 더 이쁘잖아.,정환
당연히 덕선이야?,더 덕선이가  이쁘잖아.,정환
당연히 덕선이야?,더 덕선이가 이쁘잖아.,정환
당연히 덕선이야?,덕선이가 더 이쁘잖아.,정환
왜 당연히 덕선이야?,더 덕선이가  이쁘잖아.,정환
왜 당연히 덕선이야?,더 덕선이가 이쁘잖아.,정환
왜 당연히 덕선이야?,덕선이가 더 이쁘잖아.,정환
뭐?!!,애들 ... 못생긴  중에서 제일 이쁘다고.,정환
뭐?!!,... 못생긴 애들 중에서 이쁘다고. 제일,정환
뭐?!!,... 못생긴 애들 제일 이쁘다고.,정환
뭐?!!,... 못생긴 애들 중에서 제일 이쁘다고.,정환
뭐?!,애들 ... 못생긴  중에서 제일 이쁘다고.,정환
뭐?!,... 못생긴 애들 중에서 이쁘다고. 제일,정환
뭐?!,... 못생긴 애들 제일 이쁘다고.,정환
뭐?!,... 못생긴 애들 중에서 제일 이쁘다고.,정환
뭐?!,애들 ... 못생긴  중에서 제일 이쁘다고.,정환
뭐?!,... 못생긴 애들 중에서 이쁘다고. 제일,정환
뭐?!,... 못생긴 애들 제일 이쁘다고.,정환
뭐?!,... 못생긴 애들 중에서 제일 이쁘다고.,정환
뭐?!!,애들 ... 못생긴  중에서 제일 이쁘다고.,정환
뭐?!!,... 못생긴 애들 중에서 이쁘다고. 제일,정환
뭐?!!,... 못생긴 애들 제일 이쁘다고.,정환
뭐?!!,... 못생긴 애들 중에서 제일 이쁘다고.,정환
뭐?!!,애들 ... 못생긴  중에서 제일 이쁘다고.,정환
뭐?!!,... 못생긴 애들 중에서 이쁘다고. 제일,정환
뭐?!!,... 못생긴 애들 제일 이쁘다고.,정환
뭐?!!,... 못생긴 애들 중에서 제일 이쁘다고.,정환
"뭔 소리야.. 이쁘다는 거야, 못생겼다는 거야..",거지!!!  못생겼다는,정환
"뭔 소리야.. 이쁘다는 거야, 못생겼다는 거야..",거지!!! 못생겼다는,정환
"뭔 소리야.. 이쁘다는 거야, 못생겼다는 거야..",못생겼다는 거지!!!,정환
못생겼다는 거지!!!,거지!!!  못생겼다는,정환
못생겼다는 거지!!!,거지!!! 못생겼다는,정환
못생겼다는 거지!!!,못생겼다는 거지!!!,정환
못생겼다는 거지!!!,거지!!!  못생겼다는,정환
못생겼다는 거지!!!,거지!!! 못생겼다는,정환
못생겼다는 거지!!!,못생겼다는 거지!!!,정환
"거야.. 뭔 소리야.. 이쁘다는 거야, 못생겼다는 ",거지!!!  못생겼다는,정환
"거야.. 뭔 소리야.. 이쁘다는 거야, 못생겼다는 ",거지!!! 못생겼다는,정환
"거야.. 뭔 소리야.. 이쁘다는 거야, 못생겼다는 ",못생겼다는 거지!!!,정환
"뭔 소리야.. 이쁘다는 못생겼다는 거야, 거야..",거지!!!  못생겼다는,정환
"뭔 소리야.. 이쁘다는 못생겼다는 거야, 거야..",거지!!! 못생겼다는,정환
"뭔 소리야.. 이쁘다는 못생겼다는 거야, 거야..",못생겼다는 거지!!!,정환
"뭔 소리야.. 이쁘다는 거야, 못생겼다는 거야..",거지!!!  못생겼다는,정환
"뭔 소리야.. 이쁘다는 거야, 못생겼다는 거야..",거지!!! 못생겼다는,정환
"뭔 소리야.. 이쁘다는 거야, 못생겼다는 거야..",못생겼다는 거지!!!,정환
택이는요? 안 자죠?,"좀  야,  노크  해라, ,노.., 노크 ! 노크 조옴!!!!!!! ",정환
택이는요? 안 자죠?,"좀 야, 노크 좀 해라, 좀,노.., 노크 좀! 노크 조옴!!!!!!!",정환
택이는요? 안 자죠?,"야, 노크 좀 해라, 좀,노.., 노크 좀! 노크 조옴!!!!!!!",정환
택이는요? 안 자죠?," 야, 좀 노크 좀 해라, 좀,노.., 노크 좀! 노크 조옴!!!!!!! ",정환
"택이 너, 언제 왔냐?","좀  야,  노크  해라, ,노.., 노크 ! 노크 조옴!!!!!!! ",정환
"택이 너, 언제 왔냐?","좀 야, 노크 좀 해라, 좀,노.., 노크 좀! 노크 조옴!!!!!!!",정환
"택이 너, 언제 왔냐?","야, 노크 좀 해라, 좀,노.., 노크 좀! 노크 조옴!!!!!!!",정환
"택이 너, 언제 왔냐?"," 야, 좀 노크 좀 해라, 좀,노.., 노크 좀! 노크 조옴!!!!!!! ",정환
"택이 너, 언제 왔냐?","좀  야,  노크  해라, ,노.., 노크 ! 노크 조옴!!!!!!! ",정환
"택이 너, 언제 왔냐?","좀 야, 노크 좀 해라, 좀,노.., 노크 좀! 노크 조옴!!!!!!!",정환
"택이 너, 언제 왔냐?","야, 노크 좀 해라, 좀,노.., 노크 좀! 노크 조옴!!!!!!!",정환
"택이 너, 언제 왔냐?"," 야, 좀 노크 좀 해라, 좀,노.., 노크 좀! 노크 조옴!!!!!!! ",정환
안  택이 아직  왔어?,"좀  야,  노크  해라, ,노.., 노크 ! 노크 조옴!!!!!!! ",정환
안  택이 아직  왔어?,"좀 야, 노크 좀 해라, 좀,노.., 노크 좀! 노크 조옴!!!!!!!",정환
안  택이 아직  왔어?,"야, 노크 좀 해라, 좀,노.., 노크 좀! 노크 조옴!!!!!!!",정환
안  택이 아직  왔어?," 야, 좀 노크 좀 해라, 좀,노.., 노크 좀! 노크 조옴!!!!!!! ",정환
택이 안 아직 왔어?,"좀  야,  노크  해라, ,노.., 노크 ! 노크 조옴!!!!!!! ",정환
택이 안 아직 왔어?,"좀 야, 노크 좀 해라, 좀,노.., 노크 좀! 노크 조옴!!!!!!!",정환
택이 안 아직 왔어?,"야, 노크 좀 해라, 좀,노.., 노크 좀! 노크 조옴!!!!!!!",정환
